GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-,Pace
3.7333333333333334,1.8666666666666667,1.8666666666666667,1.52,3.2333333333333334,0.9133333333333334,2.32,31.333333333333332,0.35333333333333333,0.9933333333333335,23.86666666666667,1.0666666666666667,1.3066666666666669,67.54,0.29333333333333333,0.8933333333333333,1.1933333333333331,0.42666666666666664,0.5,0.13333333333333333,0.09333333333333334,0.8599999999999999,-0.0733333333333332,93.95466666666667
