GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-,Pace
4.625,2.3125,2.3125,1.95,3.7624999999999997,0.9,2.99375,29.85,0.1625,0.7875,15.787500000000001,1.8000000000000003,2.3687500000000004,75.54375,0.6062500000000001,1.06875,1.6500000000000001,0.33125000000000004,0.375,0.31875000000000003,0.23125,1.4687500000000002,-0.38125,104.52437499999999
