GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-,Pace
4.571428571428571,2.2857142857142856,2.2857142857142856,1.7642857142857142,3.1499999999999995,1.0714285714285716,2.835714285714286,33.307142857142864,0.14285714285714285,0.7857142857142857,16.442857142857143,0.8857142857142856,1.2,56.228571428571435,0.5071428571428571,1.0571428571428574,1.5571428571428572,0.32142857142857145,0.42142857142857143,0.2357142857142857,0.12142857142857143,0.8785714285714287,-0.15000000000000005,93.76571428571428
