Team,Pace
Atlanta Hawks,115.34
Milwaukee Bucks,103.01
Phoenix Suns,107.96
Dallas Mavericks,125.61
Denver Nuggets,117.15
Brooklyn Nets,102.58
Los Angeles Lakers,74.48
Memphis Grizzlies,178.33
Philadelphia 76ers,113.95
Utah Jazz,122.21
Washington Wizards,115.45
LA Clippers,123.42
Miami Heat,98.74
New York Knicks,108.84
Portland Trail Blazers,117.15
