Team,Pace
Philadelphia 76ers,89.71
Los Angeles Lakers,112.86
Dallas Mavericks,103.10
Milwaukee Bucks,96.35
New York Knicks,116.60
Sacramento Kings,121.95
Toronto Raptors,88.56
Charlotte Hornets,89.10
Indiana Pacers,88.57
Orlando Magic,115.20
Phoenix Suns,95.89
San Antonio Spurs,85.26
Utah Jazz,100.20
Minnesota Timberwolves,70.78
