Team,Pace
Los Angeles Lakers,101.50
Boston Celtics,79.94
Cleveland Cavaliers,104.80
Orlando Magic,105.67
San Antonio Spurs,95.89
Chicago Bulls,157.38
Milwaukee Bucks,111.26
Oklahoma City Thunder,103.71
Phoenix Suns,107.65
Portland Trail Blazers,121.74
Utah Jazz,128.35
Atlanta Hawks,111.26
Charlotte Bobcats,129.37
Dallas Mavericks,84.66
Denver Nuggets,140.11
Miami Heat,77.42
