Team,Pace
Miami Heat,88.66
Boston Celtics,92.03
Denver Nuggets,101.77
Los Angeles Lakers,99.60
Oklahoma City Thunder,119.49
Toronto Raptors,100.55
Dallas Mavericks,83.88
Houston Rockets,119.49
Milwaukee Bucks,91.09
Portland Trail Blazers,73.22
Utah Jazz,96.77
Brooklyn Nets,126.32
Indiana Pacers,34.29
LA Clippers,96.00
Philadelphia 76ers,86.16
