Team,Pace
Boston Celtics,89.32
Oklahoma City Thunder,110.80
Philadelphia 76ers,83.73
Miami Heat,91.35
Los Angeles Clippers,101.92
Indiana Pacers,98.38
Los Angeles Lakers,122.39
San Antonio Spurs,113.74
Atlanta Hawks,90.66
Denver Nuggets,113.68
Memphis Grizzlies,100.20
New York Knicks,114.29
Orlando Magic,104.47
Chicago Bulls,74.88
Dallas Mavericks,103.77
