Team,Pace
Chicago Bulls,108.02
Indiana Pacers,109.07
Utah Jazz,106.95
Charlotte Hornets,101.74
Cleveland Cavaliers,98.07
Houston Rockets,103.77
Los Angeles Lakers,129.28
Minnesota Timberwolves,129.52
New York Knicks,95.15
Phoenix Suns,178.22
Portland Trail Blazers,125.89
San Antonio Spurs,98.17
Seattle SuperSonics,129.52
Miami Heat,91.72
New Jersey Nets,91.28
