Team,Pace
Cleveland Cavaliers,117.27
Miami Heat,114.12
Phoenix Suns,99.95
San Antonio Spurs,96.10
Dallas Mavericks,106.86
Detroit Pistons,105.63
Los Angeles Clippers,94.07
Los Angeles Lakers,88.28
New Jersey Nets,86.16
Chicago Bulls,98.91
Denver Nuggets,86.15
Indiana Pacers,80.11
Sacramento Kings,96.81
Washington Wizards,136.70
Memphis Grizzlies,79.56
Milwaukee Bucks,96.00
