Team,Pace
Chicago Bulls,90.26
Houston Rockets,104.04
Miami Heat,81.30
Utah Jazz,90.21
Seattle SuperSonics,120.98
Atlanta Hawks,85.03
Los Angeles Lakers,96.39
New York Knicks,78.89
Phoenix Suns,186.29
Detroit Pistons,76.19
Minnesota Timberwolves,67.29
Orlando Magic,66.98
Portland Trail Blazers,91.85
Washington Bullets,95.89
