Team,Pace
San Antonio Spurs,92.48
Detroit Pistons,98.08
Miami Heat,102.37
Dallas Mavericks,123.10
Indiana Pacers,90.35
Phoenix Suns,110.93
Seattle SuperSonics,101.02
Washington Wizards,116.96
Boston Celtics,94.74
Chicago Bulls,129.38
Denver Nuggets,86.86
Houston Rockets,108.07
Memphis Grizzlies,102.52
New Jersey Nets,91.03
Philadelphia 76ers,110.77
Sacramento Kings,100.35
