Team,Pace
Cleveland Cavaliers,105.55
San Antonio Spurs,112.89
Detroit Pistons,99.23
Utah Jazz,104.50
Chicago Bulls,108.88
New Jersey Nets,114.13
Toronto Raptors,114.23
Dallas Mavericks,104.62
Denver Nuggets,98.57
Golden State Warriors,111.66
Houston Rockets,88.28
Los Angeles Lakers,76.48
Phoenix Suns,106.38
Miami Heat,108.88
Orlando Magic,111.32
Washington Wizards,115.84
