Player,Team,Age,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
Clint Capela,ATL,27,7,6,1,1.7,0.3,0.1,0.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.6,0.0,0.0,0.0,0.0,0.0,1.3
Danilo Gallinari,ATL,32,7,6,1,0.7,0.3,0.1,0.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,1.9
Giannis Antetokounmpo,MIL,26,7,5,2,2.5,1.6,0.4,1.1,37.5,0.0,0.0,0.0,0.7,2.1,33.3,0.3,0.3,0.6,0.0,0.1,0.0,0.1,0.4,0.7
John Collins,ATL,23,7,6,1,1.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,100,0.0,0.3,0.3,0.0,0.3,0.0,0.1,0.6,2.1
Jrue Holiday,MIL,31,7,5,2,2.5,1.4,0.6,1.0,57.1,0.1,0.1,100,0.1,0.3,50.0,0.1,0.3,0.4,0.9,0.0,0.3,0.0,0.1,0.7
Kevin Huerter,ATL,22,7,6,1,1.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,100,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,1.4
Khris Middleton,MIL,29,7,5,2,2.5,2.4,0.9,1.9,46.2,0.0,0.3,0.0,0.7,0.9,83.3,0.0,0.6,0.6,0.0,0.1,0.3,0.0,0.1,0.7
Trae Young,ATL,22,7,6,1,1.8,3.6,0.6,1.1,50.0,0.1,0.3,50.0,2.3,2.3,100,0.0,0.6,0.6,0.1,0.1,0.0,0.0,0.3,2.1
Ben Simmons,PHI,24,6,1,5,1.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.2,42.9,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,-3.2
Deandre Ayton,PHX,22,6,3,3,1.5,0.7,0.3,0.5,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3
Devin Booker,PHX,24,6,3,3,1.4,1.2,0.5,0.8,60.0,0.0,0.0,0.0,0.2,0.2,100,0.0,0.2,0.2,0.0,0.5,0.0,0.0,0.5,0.0
Jae Crowder,PHX,30,6,3,3,1.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,100,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.2,0.2
Matisse Thybulle,PHI,24,6,1,5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-2.3
P.J. Tucker,MIL,36,6,4,2,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.0,0.0,0.0,0.0,0.2,0.3
Pat Connaughton,MIL,28,6,4,2,1.6,0.3,0.0,0.2,0.0,0.0,0.2,0.0,0.3,0.3,100,0.2,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.2
Paul George,LAC,31,6,0,6,1.2,1.5,0.3,0.7,50.0,0.0,0.3,0.0,0.8,1.7,50.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,-2.5
Seth Curry,PHI,30,6,1,5,1.4,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-1.2
Tobias Harris,PHI,28,6,1,5,1.6,0.7,0.2,0.7,25.0,0.0,0.0,0.0,0.3,0.3,100,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.2,-3.0
Brook Lopez,MIL,33,5,3,2,2.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,100,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.4,1.2
Joel Embiid,PHI,27,5,1,4,1.5,1.0,0.2,1.2,16.7,0.0,0.2,0.0,0.6,1.0,60.0,0.2,0.4,0.6,0.2,0.0,0.0,0.0,0.4,-2.2
Mikal Bridges,PHX,24,5,3,2,1.5,0.6,0.2,0.4,50.0,0.2,0.4,50.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.8,0.2
Nicolas Batum,LAC,32,5,0,5,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,-1.8
Cameron Johnson,PHX,25,4,2,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Cameron Payne,PHX,26,4,3,1,0.9,0.5,0.3,0.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.3
Marcus Morris Sr.,LAC,31,4,0,4,0.7,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.5,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,-1.5
Rajon Rondo,LAC,35,4,0,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,-1.8
Reggie Jackson,LAC,31,4,0,4,1.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-1.8
Terance Mann,LAC,24,4,0,4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,-2.3
Blake Griffin,BKN,32,3,1,2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.3,0.0,-2.0
Bogdan Bogdanovic,ATL,28,3,3,0,1.9,2.7,0.7,1.0,66.7,0.7,0.7,100,0.7,0.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Bryn Forbes,MIL,27,3,1,2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Paul,PHX,36,3,1,2,2.0,2.3,0.3,1.3,25.0,0.0,0.0,0.0,1.7,2.0,83.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.7,-0.3
Furkan Korkmaz,PHI,23,3,0,3,1.6,1.0,0.3,1.0,33.3,0.3,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3
George Hill,PHI,35,3,1,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3
Ivica Zubac,LAC,24,3,0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,-2.0
Joe Harris,BKN,29,3,1,2,2.9,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-0.7
