GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-,Pace
33.310344827586206,16.655172413793103,16.655172413793103,1.920689655172414,3.931034482758621,1.1379310344827585,3.0758620689655167,36.8103448275862,0.22413793103448273,0.7689655172413793,28.044827586206896,1.4241379310344826,1.8724137931034484,76.25862068965516,0.5655172413793104,1.2413793103448274,1.8172413793103452,0.5862068965517241,0.49999999999999994,0.2655172413793103,0.24827586206896546,1.2793103448275862,0.027586206896551717,100.73655172413793
