GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-,Pace
25.8,12.9,12.9,1.8399999999999994,4.013333333333333,1.2400000000000004,3.076666666666667,40.216666666666654,0.25999999999999995,0.8300000000000002,30.609999999999992,1.2666666666666664,1.6900000000000002,76.12666666666668,0.4833333333333334,1.2233333333333334,1.7033333333333331,0.6266666666666665,0.45333333333333353,0.25,0.24333333333333332,1.1300000000000001,-0.00666666666666668,104.00200000000001
