GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-,Pace
32.0,16.0,16.0,1.8793103448275859,4.03448275862069,1.1655172413793105,2.951724137931034,39.31034482758621,0.2241379310344828,0.6965517241379309,30.59655172413793,1.4896551724137932,1.9896551724137934,74.51724137931035,0.4896551724137931,1.2068965517241381,1.682758620689655,0.6896551724137933,0.5586206896551725,0.2862068965517241,0.22413793103448276,1.2931034482758619,-0.017241379310344817,105.2558620689655
