Player,Team,Age,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
Dirk Nowitzki,DAL,28,11,4,7,2.5,1.8,0.4,0.9,40.0,0.1,0.2,50.0,1.0,1.2,84.6,0.3,0.5,0.8,0.4,0.3,0.0,0.1,0.5,-1.1
Erick Dampier,DAL,30,10,4,6,1.8,0.3,0.1,0.2,50.0,0.0,0.0,0.0,0.1,0.2,50.0,0.4,0.5,0.9,0.0,0.1,0.0,0.0,0.5,-0.9
Jason Terry,DAL,28,10,4,6,2.4,0.5,0.1,1.2,8.3,0.0,0.3,0.0,0.3,0.4,75.0,0.1,0.3,0.4,0.0,0.2,0.0,0.0,0.4,-0.3
Jerry Stackhouse,DAL,31,10,4,6,2.1,0.4,0.2,0.9,22.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,-1.2
Josh Howard,DAL,26,10,4,6,2.0,0.7,0.1,0.2,50.0,0.0,0.0,0.0,0.5,0.7,71.4,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.1,-0.5
Bruce Bowen,SAS,35,9,5,4,2.2,0.6,0.2,0.2,100.0,0.1,0.1,100.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.2,-0.2
Devin Harris,DAL,23,9,3,6,2.1,1.2,0.4,0.8,57.1,0.0,0.1,0.0,0.3,0.4,75.0,0.1,0.2,0.3,0.1,0.2,0.0,0.0,0.6,-0.3
Manu Ginobili,SAS,28,9,5,4,2.5,1.6,0.4,1.4,30.8,0.1,0.3,33.3,0.6,0.9,62.5,0.1,0.0,0.1,0.4,0.3,0.3,0.0,0.8,0.4
Tim Duncan,SAS,30,9,5,4,2.7,1.8,0.6,1.3,41.7,0.0,0.0,0.0,0.7,0.9,75.0,0.2,0.3,0.6,0.2,0.1,0.0,0.1,0.2,0.1
Tony Parker,SAS,24,9,5,4,2.7,0.3,0.1,0.7,16.7,0.0,0.0,0.0,0.1,0.1,100.0,0.0,0.6,0.6,0.2,0.0,0.0,0.0,0.2,0.2
Donyell Marshall,CLE,33,8,6,2,1.4,0.3,0.0,0.3,0.0,0.0,0.1,0.0,0.3,0.3,100.0,0.1,0.5,0.6,0.0,0.0,0.1,0.3,0.0,1.1
Dwyane Wade,MIA,24,8,6,2,1.9,2.3,0.6,1.3,50.0,0.0,0.0,0.0,1.0,1.4,72.7,0.3,0.4,0.6,0.3,0.0,0.4,0.0,0.1,1.3
Flip Murray,CLE,26,8,6,2,1.2,0.8,0.1,0.3,50.0,0.0,0.1,0.0,0.5,0.5,100.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,-0.1
Gary Payton,MIA,37,8,6,2,1.5,0.3,0.1,0.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8
LeBron James,CLE,21,8,6,2,1.9,2.0,0.5,1.3,40.0,0.0,0.0,0.0,1.0,1.6,61.5,0.0,0.5,0.5,0.1,0.4,0.3,0.1,0.1,-0.4
Michael Finley,SAS,33,8,4,4,2.4,1.4,0.5,0.5,100.0,0.4,0.4,100.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.1,0.0,0.0,0.4,0.4
Shawn Marion,PHX,28,8,5,3,1.8,0.9,0.4,0.9,42.9,0.1,0.1,100.0,0.0,0.3,0.0,0.3,0.5,0.8,0.1,0.0,0.0,0.0,0.1,0.8
Steve Nash,PHX,32,8,5,3,2.0,1.3,0.3,0.5,50.0,0.1,0.4,33.3,0.6,0.6,100.0,0.0,0.0,0.0,0.5,0.3,0.0,0.0,0.0,1.5
Anderson Varejao,CLE,23,7,5,2,1.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,50.0,0.0,0.3,0.3,0.0,0.1,0.0,0.0,0.7,0.0
Eric Snow,CLE,33,7,5,2,1.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,100.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.3,-0.7
James Posey,MIA,29,7,6,1,1.2,0.6,0.1,0.1,100.0,0.0,0.0,0.0,0.3,0.6,50.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,1.3
Shaquille O'Neal,MIA,34,7,6,1,1.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,16.7,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,1.7
Tim Thomas,PHX,29,7,5,2,2.0,1.4,0.3,1.1,25.0,0.3,0.7,40.0,0.6,0.6,100.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,2.3
Boris Diaw,PHX,24,6,4,2,1.7,0.7,0.3,0.5,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.2,0.2,0.0,0.3,0.2,2.7
Chauncey Billups,DET,29,6,3,3,1.3,1.7,0.2,0.3,50.0,0.0,0.2,0.0,1.3,1.5,88.9,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.3,0.2
Leandro Barbosa,PHX,23,6,4,2,2.2,0.3,0.2,0.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.7
Raja Bell,PHX,29,6,3,3,1.5,0.5,0.2,0.5,33.3,0.2,0.3,50.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.3,0.3
