Player,Team,Age,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
Aaron McKie,PHI,28,12,8,4,2.0,0.3,0.1,0.4,20.0,0.0,0.1,0.0,0.2,0.3,50.0,0.2,0.3,0.5,0.2,0.0,0.2,0.1,0.3,-0.4
Allen Iverson,PHI,26,12,8,4,2.0,1.3,0.3,1.0,25.0,0.1,0.2,50.0,0.7,0.8,80.0,0.0,0.3,0.3,0.3,0.0,0.2,0.2,0.1,-0.4
Dikembe Mutombo,PHI,35,12,8,4,1.9,0.5,0.1,0.1,100.0,0.0,0.0,0.0,0.3,0.5,66.7,0.3,0.2,0.4,0.0,0.0,0.1,0.1,0.2,-0.1
Eric Snow,PHI,28,12,8,4,1.9,0.8,0.4,1.0,41.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.2,-0.4
Tyrone Hill,PHI,33,11,8,3,1.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,100.0,0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.9
Alvin Williams,TOR,26,7,2,5,1.4,0.4,0.1,0.1,100.0,0.0,0.0,0.0,0.1,0.1,100.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,-0.4
Antonio Davis,TOR,32,7,2,5,1.2,0.6,0.1,0.1,100.0,0.0,0.0,0.0,0.3,0.3,100.0,0.3,0.0,0.3,0.1,0.1,0.0,0.0,0.0,-0.1
Charles Oakley,TOR,37,7,2,5,1.3,0.3,0.1,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.0,0.1,0.0,0.0,0.1,-0.1
Vince Carter,TOR,24,7,2,5,1.4,0.9,0.3,1.4,20.0,0.0,0.1,0.0,0.3,0.3,100.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,-0.4
Glenn Robinson,MIL,28,6,2,4,1.6,1.2,0.5,1.0,50.0,0.0,0.0,0.0,0.2,0.2,100.0,0.0,0.7,0.7,0.0,0.2,0.0,0.0,0.2,0.3
Kobe Bryant,LAL,22,6,5,1,1.4,1.2,0.3,0.8,40.0,0.0,0.0,0.0,0.5,0.7,75.0,0.0,0.3,0.3,0.3,0.2,0.0,0.0,0.2,2.7
Ray Allen,MIL,25,6,2,4,1.6,1.2,0.5,0.8,60.0,0.2,0.2,100.0,0.0,0.0,0.0,0.2,0.0,0.2,0.3,0.0,0.0,0.0,0.2,0.3
Sam Cassell,MIL,31,6,2,4,1.6,0.8,0.3,0.8,40.0,0.0,0.0,0.0,0.2,0.2,100.0,0.2,0.3,0.5,0.3,0.2,0.0,0.0,0.2,0.3
Chris Webber,SAC,28,5,2,3,0.9,0.4,0.2,0.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.4
Derek Fisher,LAL,26,5,5,0,0.3,0.8,0.2,0.2,100.0,0.2,0.2,100.0,0.2,0.4,50.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.6
Doug Christie,SAC,31,5,2,3,0.9,0.6,0.2,0.4,50.0,0.2,0.4,50.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.4,0.4
Peja Stojakovic,SAC,24,5,2,3,0.9,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.4,100.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4
Robert Horry,LAL,30,5,4,1,1.6,1.4,0.2,0.6,33.3,0.2,0.4,50.0,0.8,0.8,100.0,0.2,0.2,0.4,0.0,0.0,0.0,0.2,0.4,2.2
Shaquille O'Neal,LAL,29,5,4,1,1.0,0.8,0.4,0.8,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.8,0.2,0.2,0.0,0.4,0.2,1.2
Tim Thomas,MIL,24,5,1,4,1.6,0.4,0.2,0.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.6,0.0,0.2,0.0,0.0,0.2,0.4
Brian Shaw,LAL,35,4,4,0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,2.5
Chris Childs,TOR,33,4,1,3,1.1,0.8,0.3,0.3,100.0,0.3,0.3,100.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,-1.8
Dell Curry,TOR,37,4,1,3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.5
Dirk Nowitzki,DAL,23,4,3,1,2.5,0.5,0.0,0.8,0.0,0.0,0.0,0.0,0.5,0.5,100.0,0.0,0.5,0.5,0.0,0.3,0.0,0.0,0.5,2.0
Ervin Johnson,MIL,33,4,2,2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.0,0.0,0.0,0.3,0.3,0.0
George Lynch,PHI,30,4,2,2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3
Juwan Howard,DAL,28,4,3,1,2.5,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.0
Michael Finley,DAL,28,4,3,1,2.5,2.8,0.8,1.5,50.0,0.0,0.5,0.0,1.3,1.8,71.4,0.0,0.3,0.3,0.3,0.0,0.3,0.0,0.3,2.0
Rick Fox,LAL,31,4,3,1,1.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,50.0,0.3,0.3,0.5,0.0,0.0,0.3,0.0,0.5,2.8
Steve Nash,DAL,27,4,3,1,2.5,1.5,0.5,0.8,66.7,0.0,0.3,0.0,0.5,0.5,100.0,0.0,0.5,0.5,0.0,0.3,0.0,0.0,0.0,2.0
Vlade Divac,SAC,33,4,1,3,0.9,0.5,0.3,0.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.3,0.0,0.0,0.3,0.3,0.5
Allan Houston,NYK,30,3,2,1,1.0,1.3,0.7,0.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
Antonio Daniels,SAS,26,3,1,2,1.0,1.0,0.3,0.3,100.0,0.0,0.0,0.0,0.3,0.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-1.7
Austin Croshere,IND,26,3,1,2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3,0.0,0.0,0.3,-0.3
Baron Davis,CHH,22,3,1,2,1.6,1.0,0.3,0.3,100.0,0.3,0.3,100.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-0.3
Bryon Russell,UTA,30,3,1,2,2.8,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.7,-1.3
