Player,Team,Age,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
Tim Duncan,SAS,27,12,6,6,1.8,0.8,0.3,1.0,33.3,0.0,0.0,0.0,0.2,0.4,40.0,0.3,0.3,0.7,0.1,0.3,0.0,0.3,0.2,-0.8
Jason Kidd,NJN,30,11,8,3,2.1,1.9,0.5,1.5,31.3,0.0,0.1,0.0,1.0,1.1,91.7,0.1,0.4,0.5,0.1,0.5,0.0,0.0,0.3,1.3
Kenyon Martin,NJN,25,11,8,3,2.1,1.0,0.2,0.5,33.3,0.0,0.0,0.0,0.6,1.0,63.6,0.3,0.4,0.6,0.0,0.1,0.2,0.0,0.4,1.3
Manu Ginobili,SAS,25,11,5,6,1.7,0.6,0.2,0.5,40.0,0.1,0.3,33.3,0.2,0.2,100.0,0.2,0.1,0.3,0.0,0.1,0.2,0.0,0.4,-1.1
Tony Parker,SAS,21,11,5,6,1.8,0.7,0.3,0.8,33.3,0.0,0.0,0.0,0.2,0.5,40.0,0.0,0.1,0.1,0.1,0.2,0.0,0.0,0.5,-1.1
Kerry Kittles,NJN,29,10,7,3,1.3,0.2,0.1,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0.4,0.8
Richard Jefferson,NJN,23,9,7,2,2.3,0.9,0.1,0.3,33.3,0.0,0.0,0.0,0.7,1.1,60.0,0.0,0.8,0.8,0.0,0.1,0.0,0.0,0.2,2.0
Stephen Jackson,SAS,25,9,5,4,1.6,0.9,0.1,0.6,20.0,0.1,0.6,20.0,0.6,0.7,83.3,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.1,-0.4
Bruce Bowen,SAS,32,8,3,5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,-1.0
Jason Collins,NJN,24,8,6,2,2.1,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.8,66.7,0.1,0.3,0.4,0.0,0.0,0.1,0.0,0.4,1.6
Lucious Harris,NJN,32,8,5,3,1.6,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,0.0,0.0,0.3,0.8
David Robinson,SAS,37,7,3,4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.6,0.1,0.3,0.0,0.0,0.4,-0.3
Michael Finley,DAL,30,7,4,3,1.6,0.6,0.3,0.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.0,0.1,0.0,0.0,0.1,2.0
Nick Van Exel,DAL,31,7,4,3,2.0,0.6,0.1,0.7,20.0,0.0,0.3,0.0,0.3,0.3,100.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,1.6
Steve Nash,DAL,29,7,4,3,2.0,1.1,0.3,0.4,66.7,0.3,0.4,66.7,0.3,0.3,100.0,0.0,0.6,0.6,0.3,0.0,0.0,0.0,0.1,1.6
Ben Wallace,DET,28,6,3,3,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.2,0.2,0.2,-1.0
Dirk Nowitzki,DAL,25,6,4,2,2.2,2.5,0.8,1.5,55.6,0.2,0.2,100.0,0.7,1.0,66.7,0.0,0.8,0.8,0.0,0.2,0.0,0.2,0.2,2.2
Richard Hamilton,DET,25,6,3,3,2.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8,40.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.5,-0.3
Aaron McKie,PHI,30,5,1,4,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.4,2.4
Allen Iverson,PHI,28,5,1,4,2.8,3.8,1.4,1.8,77.8,0.2,0.4,50.0,0.8,1.2,66.7,0.0,0.4,0.4,0.6,0.4,0.4,0.0,0.4,1.2
Derrick Coleman,PHI,36,5,1,4,2.7,0.4,0.2,0.4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,1.2
Eduardo Najera,DAL,26,5,3,2,1.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0
Eric Snow,PHI,30,5,1,4,2.8,2.2,0.6,1.2,50.0,0.2,0.4,50.0,0.8,1.0,80.0,0.2,0.4,0.6,0.4,0.2,0.0,0.0,0.4,1.2
Keith Van Horn,PHI,27,5,1,4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.0,0.2,0.0,0.0,0.0,0.4
Kenny Thomas,PHI,25,5,1,4,2.2,0.4,0.2,0.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.0
Kobe Bryant,LAL,24,5,2,3,1.3,2.0,0.0,0.8,0.0,0.0,0.4,0.0,2.0,2.4,83.3,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,1.0
Malik Rose,SAS,28,5,2,3,1.2,0.8,0.2,0.4,50.0,0.0,0.0,0.0,0.4,0.4,100.0,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.4,-0.8
Robert Horry,LAL,32,5,2,3,0.9,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8
Tayshaun Prince,DET,23,5,3,2,1.8,0.8,0.4,0.6,66.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.2
Anfernee Hardaway,PHX,31,4,2,2,1.9,0.5,0.0,0.3,0.0,0.0,0.3,0.0,0.5,0.5,100.0,0.0,0.3,0.3,0.5,0.0,0.3,0.3,0.0,2.3
Anthony Mason,MIL,36,4,2,2,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-1.3
Antoine Walker,BOS,26,4,1,3,2.3,0.5,0.3,1.3,20.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.5
Brian Shaw,LAL,37,4,1,3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Chauncey Billups,DET,26,4,1,3,2.2,2.5,0.3,1.0,25.0,0.0,0.5,0.0,2.0,2.0,100.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,-0.3
Corliss Williamson,DET,29,4,1,3,1.9,1.0,0.3,0.8,33.3,0.0,0.0,0.0,0.5,0.8,66.7,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,-0.3
Derek Fisher,LAL,28,4,1,3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-0.5
Desmond Mason,MIL,25,4,2,2,0.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8,66.7,0.0,0.8,0.8,0.0,0.0,0.3,0.0,0.3,-0.5
Eric Williams,BOS,30,4,1,3,2.4,0.8,0.0,0.3,0.0,0.0,0.3,0.0,0.8,1.0,75.0,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.3,-0.8
Gary Payton,MIL,34,4,2,2,2.0,0.0,0.0,1.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,-0.5
Joe Johnson,PHX,22,4,2,2,2.1,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.5,1.3
Paul Pierce,BOS,25,4,1,3,2.4,3.0,0.3,1.3,20.0,0.3,0.5,50.0,2.3,2.5,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.8
Peja Stojakovic,SAC,26,4,2,2,1.3,0.8,0.3,1.5,16.7,0.3,0.5,50.0,0.0,0.0,0.0,0.3,0.3,0.5,0.0,0.0,0.0,0.0,0.0,-0.3
Rodney Rogers,NJN,32,4,2,2,0.5,0.5,0.3,0.3,100.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.3,0.5,0.0,0.3,0.0,0.0,0.0,0.0
Sam Cassell,MIL,33,4,2,2,1.9,0.8,0.3,1.3,20.0,0.0,0.0,0.0,0.3,0.3,100.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,-0.8
Shaquille O'Neal,LAL,31,4,2,2,1.4,1.5,0.3,0.3,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.3,1.0,1.3,0.0,0.0,0.3,0.0,0.3,1.3
Shawn Marion,PHX,25,4,2,2,2.1,0.5,0.3,1.0,25.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.5,0.8,0.0,0.0,0.3,0.0,0.0,1.3
Toni Kukoc,MIL,34,4,2,2,1.7,1.5,0.5,0.8,66.7,0.0,0.0,0.0,0.5,1.0,50.0,0.3,0.0,0.3,0.3,0.0,0.8,0.0,0.5,0.0
