Player,Team,Age,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
Anthony Mason,MIA,34,40,24,16,1.7,0.4,0.0,0.2,11.1,0.0,0.0,0.0,0.3,0.4,85.7,0.1,0.3,0.4,0.1,0.1,0.1,0.0,0.2,0.3
Peja Stojakovic,SAC,24,40,23,17,1.9,0.7,0.2,0.8,28.1,0.0,0.3,7.7,0.2,0.2,88.9,0.0,0.3,0.3,0.1,0.0,0.0,0.0,0.2,0.8
Antoine Walker,BOS,24,39,19,20,1.8,0.5,0.1,0.6,20.0,0.1,0.4,13.3,0.2,0.3,60.0,0.1,0.4,0.5,0.3,0.1,0.1,0.0,0.2,-0.7
Brian Grant,MIA,29,39,24,15,1.6,0.6,0.2,0.4,53.3,0.0,0.0,0.0,0.2,0.2,66.7,0.1,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.3
Paul Pierce,BOS,23,39,19,20,1.8,1.8,0.4,0.8,51.5,0.1,0.1,75.0,0.9,1.0,85.0,0.1,0.4,0.4,0.1,0.2,0.0,0.1,0.4,-0.5
Tim Hardaway,MIA,34,38,22,16,1.7,1.2,0.3,0.8,37.5,0.2,0.6,29.2,0.4,0.4,82.4,0.0,0.1,0.1,0.3,0.2,0.1,0.0,0.1,0.2
Doug Christie,SAC,31,37,20,17,1.8,0.6,0.1,0.3,40.0,0.1,0.2,42.9,0.3,0.3,83.3,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.2,0.5
Bruce Bowen,MIA,30,35,19,16,1.5,0.2,0.0,0.3,8.3,0.0,0.2,16.7,0.1,0.1,60.0,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.3,-0.5
Chris Webber,SAC,28,35,21,14,1.9,1.2,0.4,1.3,31.9,0.0,0.0,0.0,0.3,0.5,68.8,0.1,0.6,0.7,0.1,0.3,0.0,0.1,0.1,1.1
Reggie Miller,IND,35,35,18,17,1.8,1.1,0.3,0.9,30.0,0.1,0.4,21.4,0.5,0.5,100,0.0,0.3,0.3,0.0,0.1,0.1,0.0,0.2,-0.4
Jalen Rose,IND,28,34,19,15,1.8,1.1,0.3,0.9,33.3,0.1,0.1,60.0,0.4,0.4,93.3,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0.3,-0.3
Jason Kidd,PHX,28,34,23,11,1.7,1.4,0.3,0.8,42.3,0.0,0.1,20.0,0.7,0.9,77.4,0.0,0.3,0.4,0.4,0.2,0.1,0.0,0.4,1.3
Darrell Armstrong,ORL,33,33,17,16,1.7,1.1,0.3,0.8,44.0,0.2,0.3,50.0,0.2,0.4,61.5,0.1,0.1,0.2,0.4,0.2,0.1,0.0,0.2,-0.1
