Player,Team,Age,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
Aaron Brooks,HOU,25,39,20,19,1.3,1.3,0.4,0.9,41.2,0.1,0.3,38.5,0.4,0.5,81.0,0.1,0.1,0.2,0.2,0.1,0.1,0.0,0.1,0.4
Boris Diaw,CHA,28,38,17,21,1.9,0.5,0.2,0.5,38.9,0.0,0.2,12.5,0.1,0.1,100,0.3,0.2,0.4,0.1,0.1,0.0,0.0,0.2,-0.2
Andre Iguodala,PHI,26,37,12,25,1.9,1.2,0.3,0.9,30.3,0.1,0.3,36.4,0.5,0.8,65.5,0.0,0.3,0.3,0.2,0.2,0.1,0.1,0.2,-1.2
Raymond Felton,CHA,26,36,15,21,1.9,1.1,0.4,0.8,46.7,0.0,0.1,33.3,0.3,0.5,70.6,0.0,0.3,0.3,0.2,0.2,0.1,0.1,0.3,-0.2
Brandon Jennings,MIL,20,35,22,13,1.8,1.8,0.5,1.3,36.4,0.2,0.5,37.5,0.7,0.8,92.6,0.1,0.2,0.3,0.1,0.1,0.1,0.0,0.1,1.5
O.J. Mayo,MEM,22,35,19,16,2.1,0.6,0.2,0.9,19.4,0.1,0.3,16.7,0.2,0.4,53.8,0.1,0.3,0.4,0.1,0.2,0.1,0.0,0.2,0.1
Rudy Gay,MEM,23,35,18,17,2.1,1.0,0.4,0.8,44.8,0.1,0.1,75.0,0.1,0.2,83.3,0.1,0.3,0.3,0.1,0.0,0.1,0.0,0.2,0.0
Stephen Jackson,CHA,32,35,16,19,1.9,0.9,0.3,0.9,29.0,0.1,0.2,50.0,0.2,0.3,72.7,0.1,0.3,0.3,0.1,0.1,0.0,0.0,0.2,0.1
Trevor Ariza,HOU,24,35,18,17,1.3,0.3,0.1,0.3,36.4,0.1,0.1,40.0,0.0,0.1,50.0,0.1,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.2
Zach Randolph,MEM,28,35,18,17,2.1,1.1,0.3,0.7,34.6,0.0,0.0,100,0.6,0.7,83.3,0.3,0.5,0.8,0.1,0.1,0.1,0.0,0.3,0.0
David West,NOH,29,34,21,13,1.8,1.1,0.4,0.7,52.0,0.0,0.1,25.0,0.4,0.4,80.0,0.1,0.3,0.4,0.2,0.1,0.1,0.1,0.4,0.5
Gerald Wallace,CHA,27,34,16,18,2.0,0.4,0.1,0.3,27.3,0.0,0.1,0.0,0.3,0.3,81.8,0.2,0.5,0.8,0.1,0.1,0.0,0.0,0.2,0.0
John Salmons,MIL,30,34,22,12,1.8,0.9,0.1,0.6,19.0,0.1,0.2,25.0,0.6,0.7,79.2,0.0,0.2,0.2,0.1,0.1,0.0,0.0,0.1,-0.3
Kevin Durant,OKC,21,33,15,18,1.8,1.3,0.4,1.1,32.4,0.1,0.3,20.0,0.5,0.6,81.0,0.0,0.3,0.3,0.0,0.2,0.0,0.1,0.1,0.2
Mike Conley,MEM,22,33,19,14,2.0,0.6,0.2,0.7,34.8,0.0,0.1,0.0,0.1,0.3,44.4,0.0,0.1,0.2,0.3,0.1,0.0,0.0,0.2,0.4
Thabo Sefolosha,OKC,26,33,15,18,1.4,0.1,0.1,0.2,28.6,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.2,0.1,0.1,0.1,0.2,-0.1
Dirk Nowitzki,DAL,32,32,22,10,1.5,1.6,0.4,0.8,53.8,0.1,0.1,100,0.6,0.7,95.2,0.1,0.3,0.4,0.2,0.1,0.0,0.1,0.2,0.8
Jason Kidd,DAL,37,32,21,11,1.5,0.6,0.2,0.3,60.0,0.2,0.3,62.5,0.1,0.1,75.0,0.1,0.3,0.4,0.3,0.1,0.1,0.0,0.2,0.7
Jeff Green,OKC,23,32,14,18,1.7,0.7,0.3,0.4,61.5,0.1,0.1,75.0,0.1,0.2,66.7,0.1,0.3,0.4,0.0,0.2,0.1,0.1,0.2,0.2
LaMarcus Aldridge,POR,24,32,18,14,1.8,0.6,0.2,0.4,53.8,0.0,0.0,0.0,0.2,0.4,50.0,0.2,0.2,0.3,0.1,0.0,0.1,0.0,0.3,0.9
Marc Gasol,MEM,25,32,17,15,2.1,0.8,0.2,0.4,58.3,0.0,0.0,0.0,0.4,0.5,80.0,0.2,0.3,0.5,0.1,0.0,0.0,0.3,0.3,0.2
Russell Westbrook,OKC,21,32,14,18,1.8,0.9,0.3,0.8,38.5,0.0,0.1,0.0,0.3,0.3,90.0,0.1,0.3,0.3,0.2,0.2,0.0,0.0,0.2,0.1
Andrew Bogut,MIL,25,31,18,13,2.0,0.6,0.2,0.7,33.3,0.0,0.0,0.0,0.1,0.3,40.0,0.3,0.5,0.7,0.1,0.0,0.0,0.2,0.2,0.9
James Posey,NOH,33,31,19,12,1.7,0.4,0.1,0.4,27.3,0.0,0.3,11.1,0.2,0.3,62.5,0.0,0.4,0.4,0.1,0.1,0.1,0.0,0.4,0.2
Jason Terry,DAL,32,31,20,11,1.6,0.9,0.2,0.6,27.8,0.0,0.0,0.0,0.6,0.8,76.0,0.1,0.1,0.1,0.2,0.0,0.1,0.0,0.1,0.5
Derrick Rose,CHI,21,30,17,13,1.9,1.6,0.6,1.5,37.8,0.0,0.1,0.0,0.5,0.6,78.9,0.1,0.1,0.2,0.2,0.2,0.0,0.0,0.2,-0.6
Luis Scola,HOU,30,30,15,15,1.2,0.2,0.1,0.2,40.0,0.0,0.0,0.0,0.1,0.1,100,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.6
