Player,Team,Age,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
Dan Majerle,MIA,32,22,16,6,1.6,0.6,0.2,0.5,36.4,0.2,0.4,50.0,0.0,0.1,50.0,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.1,1.8
Dana Barros,BOS,31,22,9,13,1.0,0.5,0.1,0.2,50.0,0.0,0.0,0.0,0.3,0.4,87.5,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,-1.0
Marcus Camby,TOR,24,22,12,10,2.0,0.9,0.3,0.5,60.0,0.0,0.0,0.0,0.3,0.4,77.8,0.2,0.3,0.5,0.2,0.1,0.1,0.2,0.2,0.0
Nick Van Exel,LAL,26,22,14,8,1.8,1.0,0.4,0.9,40.0,0.1,0.3,28.6,0.2,0.4,62.5,0.0,0.4,0.4,0.3,0.1,0.1,0.0,0.3,1.5
Walter McCarty,BOS,24,22,13,9,0.9,0.5,0.1,0.3,50.0,0.0,0.1,33.3,0.1,0.1,100,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.3
A.C. Green,DAL,34,21,7,14,1.8,0.3,0.0,0.2,25.0,0.0,0.0,0.0,0.2,0.3,71.4,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-0.6
Alonzo Mourning,MIA,28,21,14,7,2.1,0.7,0.2,0.8,31.3,0.0,0.0,0.0,0.2,0.4,55.6,0.3,0.5,0.9,0.1,0.1,0.0,0.2,0.1,1.6
Brian Shaw,PHI,32,21,10,11,1.1,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.3,-0.3
Charles Barkley,HOU,35,21,9,12,1.8,0.8,0.2,0.7,35.7,0.0,0.0,0.0,0.3,0.4,77.8,0.2,0.2,0.4,0.1,0.1,0.0,0.0,0.3,-0.6
Darrick Martin,LAC,27,21,7,14,1.5,0.5,0.1,0.5,20.0,0.0,0.2,20.0,0.3,0.3,85.7,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.3,0.0
