Player,Team,Age,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
Nikola Jokic,DEN,24,35,26,9,1.4,1.1,0.4,0.8,51.7,0.0,0.1,0.0,0.2,0.3,88.9,0.1,0.3,0.4,0.4,0.3,0.1,0.1,0.2,2.0
Tobias Harris,PHI,26,35,21,14,1.7,0.8,0.2,0.5,35.3,0.1,0.2,25.0,0.4,0.5,78.9,0.1,0.4,0.5,0.1,0.0,0.0,0.0,0.1,0.8
De'Aaron Fox,SAC,21,34,16,18,1.8,1.6,0.4,0.9,40.0,0.0,0.1,50.0,0.8,0.9,90.3,0.0,0.2,0.2,0.3,0.2,0.1,0.1,0.1,-0.1
Buddy Hield,SAC,26,33,16,17,1.8,1.3,0.3,1.0,33.3,0.2,0.6,31.6,0.4,0.5,82.4,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.3,0.0
Harrison Barnes,SAC,27,33,13,20,2.1,0.8,0.2,0.8,28.6,0.1,0.4,15.4,0.2,0.2,87.5,0.0,0.2,0.2,0.0,0.1,0.1,0.0,0.2,-0.4
Jamal Murray,DEN,22,33,24,9,1.5,1.4,0.4,1.1,36.1,0.1,0.3,36.4,0.5,0.5,88.2,0.1,0.1,0.2,0.2,0.2,0.0,0.0,0.1,1.8
Dwyane Wade,MIA,37,32,15,17,1.8,1.4,0.6,1.5,38.3,0.1,0.6,11.1,0.2,0.3,70.0,0.1,0.2,0.3,0.2,0.1,0.1,0.0,0.2,-0.3
James Harden,HOU,29,32,17,15,1.5,2.6,0.7,1.5,44.7,0.3,0.7,34.8,1.1,1.2,89.5,0.2,0.4,0.6,0.2,0.2,0.0,0.1,0.2,0.7
Justin Holiday,MEM,30,32,11,21,1.6,0.5,0.1,0.3,40.0,0.1,0.3,50.0,0.1,0.1,100,0.0,0.2,0.2,0.0,0.1,0.0,0.0,0.2,-1.5
LaMarcus Aldridge,SAS,33,32,19,13,1.9,1.0,0.3,0.6,50.0,0.0,0.0,0.0,0.4,0.6,73.7,0.3,0.3,0.6,0.0,0.1,0.1,0.0,0.2,-0.2
Russell Westbrook,OKC,30,32,12,20,1.8,1.6,0.4,1.4,31.1,0.1,0.6,16.7,0.6,0.8,76.9,0.0,0.4,0.4,0.3,0.2,0.0,0.0,0.4,-0.6
Steven Adams,OKC,25,32,13,19,1.6,0.3,0.1,0.1,100,0.0,0.0,0.0,0.1,0.3,44.4,0.3,0.1,0.4,0.0,0.0,0.0,0.0,0.3,-0.7
Ben Simmons,PHI,22,31,20,11,1.8,0.5,0.2,0.3,60.0,0.0,0.0,0.0,0.2,0.3,55.6,0.2,0.4,0.5,0.3,0.2,0.1,0.0,0.2,0.6
D.J. Augustin,ORL,31,31,15,16,1.9,0.7,0.2,0.3,55.6,0.1,0.2,50.0,0.3,0.3,80.0,0.0,0.2,0.2,0.3,0.2,0.0,0.0,0.1,-0.2
Evan Fournier,ORL,26,31,16,15,2.0,1.2,0.5,0.8,56.0,0.1,0.4,33.3,0.2,0.3,60.0,0.0,0.2,0.2,0.1,0.2,0.1,0.1,0.2,-0.6
JJ Redick,PHI,35,31,20,11,1.9,1.0,0.3,0.6,47.4,0.2,0.4,53.8,0.2,0.2,85.7,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,1.3
Jerami Grant,OKC,25,31,12,19,1.8,0.2,0.1,0.2,60.0,0.0,0.0,0.0,0.0,0.0,100,0.1,0.3,0.3,0.0,0.1,0.0,0.1,0.2,-0.3
Josh Richardson,MIA,25,31,16,15,1.7,1.0,0.3,0.7,40.9,0.1,0.3,20.0,0.3,0.4,83.3,0.2,0.1,0.3,0.2,0.2,0.1,0.0,0.2,-0.1
Nikola Vucevic,ORL,28,31,15,16,2.0,0.9,0.3,0.8,34.6,0.0,0.2,0.0,0.3,0.4,69.2,0.2,0.4,0.6,0.2,0.2,0.1,0.1,0.3,-0.6
Paul George,OKC,29,31,12,19,1.7,1.7,0.4,1.0,37.5,0.3,0.6,40.0,0.7,0.7,95.5,0.1,0.4,0.5,0.1,0.2,0.2,0.0,0.3,-0.6
DeMar DeRozan,SAS,29,30,17,13,1.8,1.5,0.6,1.4,41.9,0.0,0.1,0.0,0.3,0.4,81.8,0.0,0.1,0.1,0.2,0.2,0.0,0.0,0.1,-0.6
Kemba Walker,CHA,29,30,13,17,2.0,2.5,0.7,1.8,41.5,0.2,0.8,29.2,0.8,1.0,80.6,0.1,0.3,0.4,0.3,0.1,0.0,0.0,0.2,-0.3
P.J. Tucker,HOU,34,30,15,15,1.5,0.3,0.1,0.3,37.5,0.1,0.2,60.0,0.0,0.1,33.3,0.1,0.1,0.3,0.0,0.0,0.0,0.1,0.2,0.6
Andre Drummond,DET,25,29,15,14,1.6,1.1,0.4,0.6,68.8,0.0,0.0,0.0,0.3,0.3,100,0.5,0.4,0.9,0.1,0.0,0.1,0.0,0.2,-0.5
Blake Griffin,DET,30,29,15,14,1.7,1.3,0.4,1.2,35.3,0.2,0.4,41.7,0.3,0.6,56.3,0.2,0.4,0.6,0.2,0.3,0.0,0.0,0.2,-0.1
Jayson Tatum,BOS,21,29,15,14,1.6,1.1,0.2,0.4,54.5,0.0,0.1,33.3,0.6,0.7,90.0,0.0,0.3,0.4,0.1,0.1,0.0,0.0,0.1,0.4
Joe Harris,BKN,27,29,18,11,1.6,1.0,0.3,0.6,56.3,0.2,0.3,75.0,0.2,0.2,83.3,0.2,0.1,0.3,0.1,0.1,0.0,0.0,0.2,0.4
Khris Middleton,MIL,27,29,17,12,1.4,1.1,0.3,0.5,60.0,0.3,0.3,80.0,0.2,0.2,100,0.0,0.3,0.3,0.2,0.1,0.0,0.0,0.2,0.4
Kyle Kuzma,LAL,23,29,13,16,1.4,0.7,0.3,0.7,38.1,0.1,0.3,25.0,0.1,0.2,60.0,0.1,0.3,0.4,0.0,0.0,0.0,0.0,0.1,0.3
Mike Conley,MEM,31,29,14,15,1.5,1.4,0.5,1.2,38.9,0.1,0.4,23.1,0.3,0.4,76.9,0.0,0.2,0.2,0.2,0.2,0.1,0.0,0.2,-0.4
Willie Cauley-Stein,SAC,25,29,14,15,1.9,1.0,0.3,0.4,76.9,0.0,0.0,0.0,0.3,0.4,75.0,0.2,0.4,0.6,0.0,0.0,0.1,0.1,0.2,0.6
Al Horford,BOS,33,28,15,13,1.6,0.5,0.1,0.2,50.0,0.1,0.2,60.0,0.2,0.2,83.3,0.1,0.4,0.5,0.1,0.1,0.0,0.0,0.3,0.4
Danny Green,TOR,32,28,16,12,1.9,0.7,0.3,0.6,38.9,0.1,0.5,30.8,0.1,0.1,100,0.1,0.1,0.2,0.1,0.0,0.1,0.0,0.1,-0.1
Dennis Schroder,OKC,25,28,10,18,1.3,0.4,0.1,0.3,42.9,0.0,0.1,25.0,0.1,0.1,100,0.0,0.2,0.2,0.1,0.1,0.0,0.0,0.2,-0.5
