Player,Team,Age,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
LeBron James,CLE,23,38,27,11,2.1,2.8,0.9,1.8,48.5,0.1,0.5,15.8,1.0,1.3,79.6,0.1,0.3,0.4,0.3,0.2,0.2,0.1,0.2,1.5
Andrew Bogut,MIL,23,36,17,19,1.6,0.8,0.3,0.4,75.0,0.0,0.0,0.0,0.1,0.3,50.0,0.2,0.2,0.4,0.1,0.1,0.0,0.1,0.2,0.5
Monta Ellis,GSW,22,36,19,17,1.8,1.0,0.3,0.5,47.4,0.0,0.0,0.0,0.5,0.6,81.0,0.1,0.1,0.3,0.2,0.1,0.1,0.0,0.3,0.4
Ricky Davis,MIA,28,35,9,26,1.8,0.4,0.1,0.7,16.7,0.1,0.4,23.1,0.1,0.1,60.0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.2,-1.1
Baron Davis,GSW,29,34,18,16,1.8,1.4,0.5,0.9,62.1,0.1,0.3,40.0,0.2,0.2,75.0,0.1,0.2,0.3,0.3,0.1,0.0,0.0,0.2,0.5
LaMarcus Aldridge,POR,22,34,22,12,1.5,0.5,0.1,0.3,55.6,0.0,0.0,0.0,0.2,0.3,70.0,0.3,0.2,0.5,0.0,0.1,0.0,0.0,0.1,0.4
Jason Kidd,DAL,35,33,18,15,2.0,0.7,0.2,0.6,30.0,0.1,0.4,28.6,0.2,0.2,85.7,0.1,0.3,0.3,0.3,0.2,0.2,0.0,0.3,0.2
Allen Iverson,DEN,33,32,18,14,2.0,1.4,0.4,0.9,42.9,0.1,0.3,50.0,0.6,0.6,90.0,0.1,0.1,0.2,0.3,0.1,0.0,0.0,0.2,0.8
Brandon Roy,POR,23,32,22,10,1.5,1.0,0.3,0.9,36.7,0.0,0.1,33.3,0.3,0.3,81.8,0.0,0.1,0.2,0.3,0.1,0.0,0.0,0.2,0.8
Antawn Jamison,WAS,32,31,15,16,1.8,0.9,0.2,0.6,35.0,0.1,0.2,28.6,0.4,0.5,73.3,0.1,0.2,0.3,0.1,0.2,0.0,0.0,0.2,0.3
Jamal Crawford,NYK,28,31,13,18,2.0,1.0,0.2,1.2,18.9,0.0,0.4,9.1,0.5,0.6,78.9,0.0,0.2,0.2,0.2,0.2,0.1,0.0,0.1,-0.3
Jason Richardson,CHA,27,31,16,15,2.0,1.0,0.2,0.5,50.0,0.0,0.1,50.0,0.5,0.6,85.0,0.1,0.4,0.5,0.1,0.1,0.2,0.0,0.3,0.4
Raymond Felton,CHA,24,31,17,14,1.9,1.8,0.3,1.0,31.3,0.1,0.1,50.0,1.1,1.4,81.4,0.0,0.2,0.2,0.1,0.1,0.0,0.1,0.2,0.6
Stephen Jackson,GSW,30,31,18,13,1.8,1.5,0.3,0.7,39.1,0.3,0.6,44.4,0.6,0.7,86.4,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.8
Andris Biedrins,GSW,22,30,15,15,1.5,0.5,0.2,0.4,58.3,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.4,0.7,0.1,0.0,0.0,0.1,0.5,0.0
Carmelo Anthony,DEN,24,30,17,13,2.1,1.6,0.5,1.0,45.2,0.0,0.0,0.0,0.7,0.8,83.3,0.1,0.6,0.7,0.1,0.2,0.0,0.0,0.1,0.5
Danny Granger,IND,25,30,12,18,1.4,0.3,0.1,0.4,16.7,0.0,0.1,0.0,0.1,0.2,80.0,0.0,0.3,0.3,0.0,0.0,0.1,0.1,0.3,-0.4
Francisco Garcia,SAC,26,30,16,14,1.7,0.6,0.2,0.5,35.7,0.1,0.3,40.0,0.2,0.2,83.3,0.0,0.1,0.2,0.0,0.2,0.1,0.0,0.3,0.0
Joe Johnson,ATL,27,30,13,17,1.8,1.3,0.4,1.1,36.4,0.1,0.2,28.6,0.4,0.5,86.7,0.1,0.1,0.2,0.2,0.2,0.0,0.0,0.2,-0.3
Marcus Camby,DEN,34,30,17,13,1.9,0.4,0.2,0.3,50.0,0.0,0.0,0.0,0.1,0.1,100,0.3,0.5,0.8,0.0,0.1,0.0,0.2,0.2,0.9
Michael Redd,MIL,28,30,12,18,1.7,1.8,0.4,1.0,44.8,0.2,0.4,38.5,0.8,1.1,75.0,0.0,0.3,0.3,0.1,0.2,0.0,0.0,0.2,0.0
Richard Jefferson,NJN,28,30,20,10,2.0,1.5,0.4,0.8,48.0,0.0,0.1,25.0,0.7,0.8,87.0,0.1,0.2,0.3,0.2,0.1,0.0,0.1,0.3,0.7
Zydrunas Ilgauskas,CLE,33,30,20,10,1.8,0.8,0.3,0.8,39.1,0.0,0.0,0.0,0.2,0.2,100,0.4,0.4,0.8,0.1,0.1,0.0,0.0,0.2,1.6
Andre Iguodala,PHI,24,29,15,14,1.7,1.3,0.3,0.9,30.8,0.0,0.2,14.3,0.7,0.7,95.2,0.0,0.3,0.3,0.1,0.1,0.0,0.0,0.4,-0.1
Brad Miller,SAC,32,29,17,12,1.8,0.8,0.1,0.5,14.3,0.0,0.0,0.0,0.7,0.8,86.4,0.3,0.4,0.7,0.2,0.0,0.1,0.0,0.1,0.8
Josh Smith,ATL,22,29,12,17,1.6,0.7,0.2,0.4,38.5,0.0,0.0,100,0.3,0.4,81.8,0.1,0.2,0.3,0.0,0.0,0.0,0.2,0.3,-0.6
Travis Outlaw,POR,23,29,18,11,1.4,1.2,0.4,0.6,68.8,0.0,0.0,100,0.4,0.5,80.0,0.0,0.3,0.3,0.0,0.0,0.0,0.1,0.2,0.3
Daniel Gibson,CLE,22,28,20,8,2.0,0.7,0.1,0.4,36.4,0.1,0.4,40.0,0.3,0.4,70.0,0.1,0.0,0.1,0.1,0.0,0.2,0.0,0.3,1.7
Devin Brown,CLE,29,28,19,9,1.1,0.4,0.1,0.1,66.7,0.0,0.0,0.0,0.3,0.3,77.8,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.6
Dirk Nowitzki,DAL,30,28,13,15,1.8,1.8,0.4,1.2,36.4,0.1,0.3,22.2,0.9,0.9,92.3,0.1,0.3,0.4,0.1,0.1,0.0,0.1,0.2,-0.6
Emeka Okafor,CHA,25,28,15,13,1.7,0.6,0.2,0.3,62.5,0.0,0.0,0.0,0.2,0.4,54.5,0.2,0.3,0.5,0.0,0.0,0.0,0.2,0.3,0.3
John Salmons,SAC,28,28,15,13,1.6,0.7,0.2,0.5,38.5,0.0,0.2,0.0,0.4,0.4,90.9,0.1,0.1,0.3,0.1,0.1,0.0,0.0,0.0,0.0
Kelenna Azubuike,GSW,24,28,17,11,0.9,0.5,0.1,0.3,50.0,0.0,0.1,33.3,0.1,0.1,100,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.1,0.1
Mike Dunleavy,IND,27,28,13,15,1.3,0.3,0.1,0.4,18.2,0.0,0.2,0.0,0.2,0.2,83.3,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.3,-0.4
Rudy Gay,MEM,21,28,11,17,1.9,1.4,0.5,1.1,46.9,0.2,0.5,38.5,0.1,0.2,60.0,0.1,0.2,0.3,0.1,0.2,0.1,0.1,0.5,-0.9
Steve Nash,PHX,34,28,14,14,1.7,1.5,0.4,0.7,63.2,0.3,0.4,63.6,0.4,0.5,85.7,0.0,0.2,0.2,0.4,0.2,0.0,0.0,0.2,1.1
