Player,Team,Age,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
Michael Jordan,CHI,34,10,8,2,2.1,2.9,1.2,2.3,52.2,0.1,0.3,33.3,0.4,0.7,57.1,0.2,0.6,0.8,0.1,0.0,0.0,0.0,0.1,1.9
Scottie Pippen,CHI,31,10,8,2,2.1,1.2,0.4,1.0,40.0,0.3,0.6,50.0,0.1,0.3,33.3,0.2,0.4,0.6,0.3,0.0,0.1,0.1,0.2,1.7
Bryon Russell,UTA,26,8,4,4,2.6,1.4,0.5,0.9,57.1,0.3,0.6,40.0,0.1,0.3,50.0,0.1,0.3,0.4,0.1,0.3,0.1,0.0,0.1,0.6
Charles Barkley,HOU,34,8,5,3,2.0,1.5,0.5,1.3,40.0,0.0,0.0,0.0,0.5,0.8,66.7,0.4,0.5,0.9,0.0,0.0,0.0,0.0,0.3,0.9
Clyde Drexler,HOU,35,8,5,3,2.0,0.9,0.3,0.8,33.3,0.1,0.5,25.0,0.3,0.5,50.0,0.0,0.4,0.4,0.3,0.3,0.0,0.0,0.1,0.9
Dennis Rodman,CHI,36,8,6,2,1.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.1,0.0,0.0,0.0,0.5,1.0
Hakeem Olajuwon,HOU,34,8,5,3,1.9,0.9,0.3,0.6,40.0,0.0,0.0,0.0,0.4,0.5,75.0,0.3,0.6,0.9,0.1,0.3,0.0,0.1,0.3,1.3
Jeff Hornacek,UTA,34,8,4,4,2.7,0.3,0.1,0.4,33.3,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.5,0.6,0.1,0.0,0.0,0.0,0.5,0.9
John Stockton,UTA,35,8,4,4,2.7,2.4,0.9,1.3,70.0,0.3,0.5,50.0,0.4,0.6,60.0,0.1,0.5,0.6,0.8,0.0,0.1,0.0,0.1,0.6
Karl Malone,UTA,33,8,4,4,2.7,1.5,0.4,1.0,37.5,0.0,0.0,0.0,0.8,1.3,60.0,0.3,1.0,1.3,0.3,0.1,0.0,0.1,0.1,0.6
Mario Elie,HOU,33,8,5,3,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.1,0.0,0.1,0.3
Ron Harper,CHI,33,8,6,2,1.4,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.5
Steve Kerr,CHI,31,8,7,1,1.2,0.3,0.1,0.3,50.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1
Toni Kukoc,CHI,28,8,7,1,1.8,0.6,0.3,0.4,66.7,0.0,0.1,0.0,0.1,0.3,50.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,2.3
