Player,Team,Age,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
DeMarre Carroll,ATL,28,9,5,4,1.7,0.9,0.4,0.7,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.6,0.1,0.0,0.0,0.0,0.2,1.6
Kyle Korver,ATL,34,8,5,3,1.9,0.3,0.0,0.5,0.0,0.0,0.5,0.0,0.3,0.3,100,0.0,0.3,0.3,0.0,0.1,0.1,0.0,0.0,1.6
LeBron James,CLE,30,8,6,2,1.8,1.5,0.4,1.4,27.3,0.1,0.4,33.3,0.6,0.6,100,0.0,0.3,0.3,0.4,0.5,0.0,0.1,0.5,1.4
Paul Millsap,ATL,30,8,5,3,1.9,1.0,0.4,0.5,75.0,0.0,0.0,0.0,0.3,0.4,66.7,0.3,0.4,0.6,0.1,0.1,0.0,0.1,0.1,2.1
Tristan Thompson,CLE,24,8,6,2,1.6,0.3,0.1,0.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.6,0.0,0.0,0.0,0.3,0.0,1.1
Al Horford,ATL,29,7,5,2,1.5,1.0,0.4,0.7,60.0,0.0,0.0,0.0,0.1,0.3,50.0,0.1,0.1,0.3,0.1,0.0,0.0,0.0,0.0,2.3
Bradley Beal,WAS,22,7,4,3,1.6,0.6,0.3,0.6,50.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.3
Iman Shumpert,CLE,25,7,5,2,1.6,0.1,0.0,0.3,0.0,0.0,0.1,0.0,0.1,0.3,50.0,0.3,0.3,0.6,0.0,0.0,0.0,0.0,0.0,-0.1
JR Smith,CLE,29,7,5,2,1.9,0.9,0.3,0.4,66.7,0.3,0.4,66.7,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.1,1.1
Jeff Teague,ATL,27,7,4,3,1.7,1.0,0.4,0.7,60.0,0.0,0.1,0.0,0.1,0.3,50.0,0.0,0.6,0.6,0.7,0.3,0.0,0.0,0.1,1.7
Otto Porter Jr.,WAS,22,7,4,3,1.4,0.7,0.3,0.4,66.7,0.1,0.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,-0.6
Paul Pierce,WAS,37,7,4,3,1.6,1.1,0.4,0.7,60.0,0.3,0.6,50.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.1,0.1,0.0,0.3,0.9
Draymond Green,GSW,25,6,4,2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,-0.3
Harrison Barnes,GSW,23,6,4,2,0.6,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7
Kent Bazemore,ATL,25,6,3,3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2
Klay Thompson,GSW,25,6,4,2,1.1,0.3,0.0,0.2,0.0,0.0,0.2,0.0,0.3,0.3,100,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,-0.3
Stephen Curry,GSW,27,6,4,2,1.1,1.5,0.5,0.8,60.0,0.2,0.3,50.0,0.3,0.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.3
Andre Iguodala,GSW,31,5,3,2,1.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,-1.0
Derrick Rose,CHI,26,5,2,3,1.7,1.4,0.4,1.6,25.0,0.2,0.4,50.0,0.4,0.8,50.0,0.0,0.4,0.4,0.2,0.2,0.0,0.2,0.0,-2.0
Jimmy Butler,CHI,25,5,2,3,1.7,0.4,0.2,0.6,33.3,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.4,-2.0
John Wall,WAS,24,5,3,2,1.6,0.6,0.2,0.8,25.0,0.0,0.4,0.0,0.2,0.4,50.0,0.0,0.2,0.2,0.8,0.2,0.0,0.2,0.0,0.0
Kyrie Irving,CLE,23,5,3,2,1.7,0.6,0.0,0.6,0.0,0.0,0.2,0.0,0.6,0.6,100,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,2.2
Marcin Gortat,WAS,31,5,4,1,1.3,0.8,0.4,0.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,2.0
Matthew Dellavedova,CLE,24,5,5,0,1.4,0.6,0.2,0.2,100,0.0,0.0,0.0,0.2,0.2,100,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,1.0
Blake Griffin,LAC,26,4,2,2,2.2,0.5,0.3,1.3,20.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.3,0.5,0.3,0.0,0.3,1.8
Boris Diaw,SAS,33,4,2,2,2.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.8,0.0,0.3,0.5,0.0,0.3,-2.0
Chris Paul,LAC,30,4,2,2,2.2,2.0,0.5,1.3,40.0,0.0,0.3,0.0,1.0,1.0,100,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.8
Danny Green,SAS,28,4,2,2,1.2,0.3,0.0,0.8,0.0,0.0,0.5,0.0,0.3,0.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,-0.8
DeAndre Jordan,LAC,26,4,2,2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.3,0.5
Dennis Schroder,ATL,21,4,3,1,1.4,1.5,0.5,1.5,33.3,0.0,0.3,0.0,0.5,0.5,100,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.3
JJ Redick,LAC,31,4,2,2,2.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.5,0.5,100,0.0,0.3,0.3,0.3,0.0,0.3,0.3,0.5,2.0
Jamal Crawford,LAC,35,4,2,2,1.0,1.0,0.3,0.5,50.0,0.0,0.3,0.0,0.5,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.3
Joakim Noah,CHI,30,4,1,3,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3
Kawhi Leonard,SAS,24,4,2,2,2.2,1.0,0.3,1.0,25.0,0.0,0.3,0.0,0.5,0.5,100,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,-1.8
Kirk Hinrich,CHI,34,4,1,3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3
Matt Barnes,LAC,35,4,2,2,2.1,1.3,0.3,0.3,100,0.3,0.3,100,0.5,0.5,100,0.5,0.8,1.3,0.0,0.0,0.5,0.0,0.0,1.3
Mike Dunleavy,CHI,34,4,1,3,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,-1.5
Nene,WAS,32,4,1,3,1.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,-2.5
Nikola Mirotic,CHI,24,4,1,3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.8
Tim Duncan,SAS,39,4,2,2,2.1,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.5,0.5,100,0.0,0.5,0.5,0.3,0.5,0.0,0.3,0.3,-1.8
Alan Anderson,BKN,32,3,1,2,1.4,0.7,0.3,0.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,-4.3
Brook Lopez,BKN,27,3,1,2,2.0,0.7,0.3,0.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.3,-2.3
Corey Brewer,HOU,29,3,1,2,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7
James Harden,HOU,25,3,1,2,0.7,1.7,0.7,1.0,66.7,0.0,0.0,0.0,0.3,0.3,100,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.0
James Jones,CLE,34,3,3,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
Jarrett Jack,BKN,31,3,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,-2.3
