Player,Team,Age,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
Bruce Bowen,SAS,34,10,6,4,2.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,50.0,0.1,0.2,0.3,0.0,0.0,0.0,0.1,0.1,0.6
Manu Ginobili,SAS,27,10,6,4,2.3,1.5,0.5,1.2,41.7,0.0,0.0,0.0,0.5,0.9,55.6,0.2,0.2,0.4,0.6,0.0,0.0,0.0,0.2,0.9
Tim Duncan,SAS,29,10,6,4,2.2,2.0,0.8,1.4,57.1,0.0,0.0,0.0,0.4,0.8,50.0,0.3,0.6,0.9,0.0,0.1,0.0,0.2,0.2,1.2
Tony Parker,SAS,23,10,6,4,2.3,0.4,0.2,0.8,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.9
Robert Horry,SAS,34,9,6,3,2.2,1.6,0.4,0.7,66.7,0.3,0.6,60.0,0.3,0.4,75.0,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,1.4
Ben Wallace,DET,30,8,5,3,2.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.4,0.0,0.0,0.0,0.4,0.1,1.0
Chauncey Billups,DET,28,8,5,3,2.0,1.9,0.4,1.1,33.3,0.1,0.4,33.3,1.0,1.0,100,0.0,0.1,0.1,0.6,0.0,0.0,0.1,0.5,1.0
Rasheed Wallace,DET,30,8,5,3,2.0,1.5,0.5,1.3,40.0,0.1,0.6,20.0,0.4,0.5,75.0,0.3,0.8,1.0,0.0,0.0,0.0,0.1,0.4,1.0
Richard Hamilton,DET,27,8,5,3,1.9,1.0,0.5,0.8,66.7,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.5,1.6
Tayshaun Prince,DET,25,8,5,3,2.0,0.3,0.1,0.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.0,0.3,0.1,0.0,0.0,1.0
Amar'e Stoudemire,PHX,22,6,3,3,1.5,1.2,0.3,0.5,66.7,0.0,0.0,0.0,0.5,0.7,75.0,0.3,0.2,0.5,0.0,0.0,0.2,0.2,0.2,0.2
Damon Jones,MIA,28,6,4,2,1.9,0.2,0.0,0.3,0.0,0.0,0.3,0.0,0.2,0.3,50.0,0.0,0.5,0.5,0.0,0.2,0.0,0.0,0.3,-0.7
Dwyane Wade,MIA,23,6,4,2,2.0,0.7,0.0,1.2,0.0,0.0,0.0,0.0,0.7,0.7,100,0.2,0.2,0.3,0.3,0.2,0.0,0.0,0.2,-0.3
Eddie Jones,MIA,33,6,4,2,2.0,1.2,0.3,0.7,50.0,0.3,0.7,50.0,0.2,0.2,100,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,-0.3
Shawn Marion,PHX,27,6,3,3,1.7,0.5,0.2,0.5,33.3,0.0,0.0,0.0,0.2,0.3,50.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.5,0.7
Steve Nash,PHX,31,6,3,3,1.7,2.7,0.8,1.5,55.6,0.5,1.0,50.0,0.5,0.5,100,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.7
Udonis Haslem,MIA,25,6,4,2,1.9,0.3,0.2,0.7,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,1.0,0.0,0.0,0.0,0.0,0.2,-0.5
Alonzo Mourning,MIA,35,5,4,1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.2,0.0,-0.4
Antawn Jamison,WAS,29,5,2,3,1.4,1.0,0.4,0.6,66.7,0.2,0.4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-0.6
Brendan Haywood,WAS,25,5,2,3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0
Dirk Nowitzki,DAL,27,5,3,2,2.0,2.8,0.8,1.2,66.7,0.0,0.0,0.0,1.2,1.2,100,0.2,0.4,0.6,0.8,0.0,0.2,0.0,0.2,3.0
Jason Terry,DAL,27,5,3,2,2.0,1.2,0.4,1.0,40.0,0.2,0.2,100,0.2,0.4,50.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,3.0
Jermaine O'Neal,IND,26,5,3,2,1.6,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.6,66.7,0.2,0.4,0.6,0.2,0.2,0.0,0.0,0.6,0.2
Jim Jackson,PHX,34,5,2,3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-1.8
Josh Howard,DAL,25,5,3,2,1.4,0.4,0.2,0.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Larry Hughes,WAS,26,5,2,3,1.4,0.4,0.0,1.0,0.0,0.0,0.2,0.0,0.4,0.8,50.0,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,-0.6
Michael Finley,DAL,32,5,3,2,1.8,1.0,0.4,0.6,66.7,0.0,0.0,0.0,0.2,0.4,50.0,0.0,0.4,0.4,0.0,0.0,0.2,0.0,0.2,3.0
Quentin Richardson,PHX,25,5,3,2,2.0,0.4,0.0,0.2,0.0,0.0,0.2,0.0,0.4,0.4,100,0.2,0.6,0.8,0.0,0.2,0.0,0.2,0.6,1.2
Reggie Miller,IND,39,5,3,2,2.1,1.8,0.4,0.8,50.0,0.0,0.4,0.0,1.0,1.0,100,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.2,1.4
Stephen Jackson,IND,27,5,3,2,2.1,1.0,0.4,0.8,50.0,0.2,0.6,33.3,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.6
Anthony Johnson,IND,30,4,2,2,1.1,1.0,0.3,0.5,50.0,0.0,0.0,0.0,0.5,0.8,66.7,0.3,0.3,0.5,0.3,0.0,0.0,0.3,0.0,0.8
Antonio Daniels,SEA,30,4,3,1,1.7,1.3,0.0,0.5,0.0,0.0,0.0,0.0,1.3,1.5,83.3,0.0,0.5,0.5,0.3,0.0,0.0,0.0,0.3,0.3
Gilbert Arenas,WAS,23,4,2,2,1.0,0.5,0.3,0.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-0.5
Jerry Stackhouse,DAL,30,4,3,1,1.7,1.8,0.3,0.5,50.0,0.3,0.5,50.0,1.0,1.3,80.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,4.5
Juan Dixon,WAS,26,4,2,2,0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,50.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,-0.5
