Player,Team,Age,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
Blake Griffin,LAC,23,37,19,18,1.9,0.6,0.2,0.4,43.8,0.0,0.0,0.0,0.2,0.4,46.7,0.1,0.2,0.4,0.1,0.1,0.0,0.1,0.3,-0.8
Marco Belinelli,NOH,26,33,13,20,1.7,0.8,0.2,0.3,72.7,0.1,0.2,60.0,0.2,0.2,100.0,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.2,-0.6
Chris Paul,LAC,27,32,17,15,2.1,2.2,0.6,1.6,40.0,0.0,0.3,0.0,1.0,1.0,96.9,0.1,0.2,0.2,0.2,0.2,0.2,0.0,0.4,-0.6
Pau Gasol,LAL,31,31,22,9,2.2,0.4,0.1,0.5,28.6,0.0,0.0,0.0,0.1,0.2,60.0,0.2,0.2,0.4,0.3,0.0,0.0,0.1,0.1,0.5
Kevin Durant,OKC,23,30,16,14,1.8,2.1,0.7,1.8,40.7,0.2,0.6,27.8,0.5,0.6,83.3,0.0,0.2,0.3,0.0,0.1,0.0,0.1,0.2,0.3
Marc Gasol,MEM,27,30,19,11,1.5,0.4,0.1,0.3,50.0,0.0,0.0,0.0,0.2,0.2,83.3,0.0,0.2,0.2,0.0,0.0,0.1,0.1,0.3,0.7
Russell Westbrook,OKC,23,30,16,14,1.8,1.6,0.3,0.9,38.5,0.0,0.2,20.0,0.9,0.9,92.9,0.2,0.2,0.4,0.2,0.2,0.1,0.1,0.2,0.3
Caron Butler,LAC,32,29,16,13,1.8,0.1,0.1,0.5,14.3,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.0,0.0,0.1,0.0,0.2,-0.9
David Lee,GSW,29,29,10,19,1.9,0.7,0.3,0.7,52.6,0.0,0.0,0.0,0.0,0.1,50.0,0.2,0.2,0.4,0.1,0.1,0.0,0.0,0.2,-0.3
Rudy Gay,MEM,25,29,19,10,1.4,1.3,0.5,0.9,57.7,0.1,0.1,75.0,0.2,0.4,50.0,0.1,0.2,0.2,0.0,0.0,0.1,0.1,0.2,0.6
Brandon Jennings,MIL,22,28,12,16,1.6,0.7,0.3,1.2,24.2,0.0,0.4,9.1,0.1,0.1,100.0,0.1,0.0,0.1,0.2,0.1,0.0,0.0,0.4,-1.3
James Harden,OKC,22,28,16,12,1.7,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,25.0,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.6
Josh Smith,ATL,26,28,18,10,1.8,0.9,0.3,0.9,37.5,0.1,0.3,25.0,0.2,0.4,60.0,0.1,0.6,0.6,0.1,0.1,0.0,0.2,0.1,0.3
Kobe Bryant,LAL,33,28,19,9,2.2,2.1,0.7,1.8,38.8,0.2,0.6,37.5,0.5,0.6,82.4,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.1,0.1
Mike Conley,MEM,24,28,18,10,1.5,0.6,0.2,0.5,35.7,0.0,0.1,25.0,0.3,0.4,70.0,0.0,0.1,0.1,0.4,0.1,0.1,0.0,0.3,1.0
Paul Millsap,UTA,27,28,17,11,2.1,1.0,0.4,0.8,54.5,0.0,0.0,0.0,0.2,0.2,83.3,0.1,0.5,0.6,0.1,0.2,0.1,0.0,0.5,0.3
Al Harrington,DEN,32,27,15,12,1.9,0.9,0.3,0.9,36.0,0.1,0.5,23.1,0.1,0.3,28.6,0.0,0.4,0.5,0.1,0.1,0.0,0.0,0.3,0.9
Gordon Hayward,UTA,22,27,15,12,2.1,0.9,0.1,0.4,40.0,0.0,0.1,0.0,0.6,0.7,75.0,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,-0.4
O.J. Mayo,MEM,24,27,16,11,1.3,0.9,0.2,0.3,71.4,0.1,0.1,75.0,0.4,0.4,100.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.3
Paul George,IND,22,27,19,8,1.8,0.3,0.1,0.5,14.3,0.0,0.3,14.3,0.1,0.2,80.0,0.1,0.4,0.5,0.1,0.1,0.0,0.0,0.1,1.5
Arron Afflalo,DEN,26,26,15,11,1.9,0.8,0.2,0.7,35.3,0.1,0.2,33.3,0.3,0.4,70.0,0.0,0.2,0.2,0.3,0.0,0.0,0.0,0.1,1.1
Danny Granger,IND,29,26,18,8,1.8,1.2,0.2,0.7,31.6,0.0,0.2,20.0,0.7,0.8,90.0,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.3,1.8
David West,IND,31,26,18,8,1.9,1.1,0.4,0.9,43.5,0.0,0.0,0.0,0.3,0.4,80.0,0.3,0.1,0.3,0.2,0.0,0.1,0.0,0.2,1.7
