Player,Team,Age,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
Eddie Jones,CHH,27,27,17,10,1.6,0.7,0.2,0.4,60.0,0.0,0.0,0.0,0.3,0.3,87.5,0.1,0.1,0.2,0.0,0.1,0.1,0.1,0.1,1.1
Ray Allen,MIL,23,27,15,12,2.0,0.9,0.1,0.6,20.0,0.1,0.2,33.3,0.6,0.6,93.8,0.1,0.2,0.3,0.1,0.2,0.1,0.0,0.1,0.4
Glenn Robinson,MIL,26,26,15,11,2.1,1.5,0.6,1.4,41.7,0.1,0.1,100.0,0.3,0.3,100.0,0.2,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.6
David Wesley,CHH,28,25,15,10,1.9,1.2,0.2,0.7,35.3,0.2,0.3,50.0,0.5,0.5,100.0,0.0,0.2,0.2,0.1,0.2,0.1,0.0,0.1,0.6
Reggie Miller,IND,33,25,13,12,2.1,1.0,0.3,1.0,28.0,0.1,0.5,25.0,0.3,0.4,80.0,0.1,0.2,0.3,0.2,0.1,0.0,0.0,0.2,0.8
Detlef Schrempf,SEA,36,24,13,11,1.6,0.4,0.0,0.3,14.3,0.0,0.0,0.0,0.3,0.3,87.5,0.1,0.3,0.3,0.2,0.1,0.0,0.0,0.1,-0.3
Mike Bibby,VAN,21,24,7,17,1.8,1.0,0.3,0.7,50.0,0.0,0.0,0.0,0.3,0.5,66.7,0.0,0.1,0.2,0.1,0.2,0.1,0.0,0.2,-1.1
Shareef Abdur-Rahim,VAN,22,24,7,17,1.8,1.5,0.3,0.9,33.3,0.0,0.0,0.0,0.9,1.0,91.3,0.0,0.4,0.4,0.1,0.2,0.0,0.1,0.3,-1.1
Anfernee Hardaway,ORL,27,23,14,9,2.0,0.7,0.2,0.7,29.4,0.0,0.2,0.0,0.3,0.4,70.0,0.1,0.4,0.5,0.1,0.1,0.1,0.0,0.3,0.6
Bobby Phills,CHH,29,23,14,9,1.9,0.9,0.3,0.7,46.7,0.1,0.3,33.3,0.2,0.3,50.0,0.1,0.2,0.3,0.2,0.1,0.1,0.0,0.1,0.7
Gary Payton,SEA,30,23,12,11,1.7,1.0,0.3,0.7,43.8,0.0,0.2,25.0,0.3,0.3,87.5,0.0,0.2,0.2,0.3,0.2,0.1,0.0,0.2,-0.5
Grant Hill,DET,26,23,13,10,1.6,0.7,0.2,0.7,23.5,0.0,0.0,0.0,0.4,0.5,75.0,0.0,0.2,0.2,0.5,0.2,0.0,0.0,0.4,0.4
John Starks,GSW,33,23,11,12,2.0,0.9,0.3,0.6,42.9,0.1,0.2,40.0,0.3,0.4,66.7,0.0,0.0,0.1,0.4,0.1,0.0,0.0,0.2,0.1
Allen Iverson,PHI,24,22,10,12,2.0,1.3,0.3,1.1,25.0,0.0,0.1,33.3,0.7,1.1,60.0,0.0,0.2,0.2,0.1,0.2,0.1,0.0,0.1,0.1
Dale Ellis,SEA,38,22,11,11,1.2,1.0,0.2,0.3,57.1,0.2,0.2,80.0,0.4,0.5,75.0,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.3,0.2
Hersey Hawkins,SEA,32,22,12,10,1.6,0.6,0.1,0.4,33.3,0.0,0.3,16.7,0.3,0.3,100.0,0.1,0.3,0.4,0.0,0.0,0.1,0.0,0.1,-0.3
Horace Grant,ORL,33,22,14,8,1.9,0.6,0.2,0.3,71.4,0.0,0.0,0.0,0.1,0.1,100.0,0.1,0.1,0.2,0.0,0.2,0.0,0.0,0.1,1.0
Lindsey Hunter,DET,28,22,12,10,1.6,0.6,0.1,0.3,50.0,0.1,0.2,50.0,0.3,0.3,100.0,0.0,0.2,0.3,0.2,0.1,0.2,0.0,0.2,0.0
Michael Curry,MIL,30,22,15,7,1.5,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,100.0,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.1,0.8
Terry Cummings,GSW,38,22,11,11,1.5,1.2,0.5,0.9,52.6,0.0,0.0,0.0,0.3,0.4,75.0,0.3,0.2,0.5,0.0,0.0,0.0,0.1,0.5,0.3
Theo Ratliff,PHI,26,22,10,12,1.6,0.3,0.1,0.1,66.7,0.0,0.0,0.0,0.1,0.4,37.5,0.1,0.3,0.4,0.0,0.0,0.1,0.2,0.2,0.2
Aaron McKie,PHI,26,21,10,11,1.1,0.4,0.1,0.3,50.0,0.0,0.1,50.0,0.0,0.2,25.0,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.2,-0.8
Alonzo Mourning,MIA,29,21,12,9,1.8,0.7,0.0,0.6,8.3,0.0,0.0,0.0,0.6,0.7,85.7,0.1,0.3,0.4,0.0,0.0,0.0,0.3,0.0,0.3
Antonio Davis,IND,30,21,12,9,1.7,0.3,0.0,0.3,16.7,0.0,0.0,0.0,0.2,0.3,71.4,0.2,0.5,0.7,0.0,0.0,0.0,0.1,0.3,0.0
Darrell Armstrong,ORL,31,21,13,8,1.9,0.8,0.1,0.5,30.0,0.0,0.2,0.0,0.5,0.6,91.7,0.0,0.3,0.3,0.4,0.2,0.1,0.0,0.2,0.5
Dikembe Mutombo,ATL,33,21,12,9,1.9,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.3,50.0,0.2,0.5,0.7,0.0,0.0,0.0,0.2,0.0,0.1
Eric Snow,PHI,26,21,10,11,2.0,0.9,0.2,0.5,50.0,0.0,0.1,50.0,0.3,0.4,87.5,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.2,-0.3
Jason Williams,SAC,23,21,15,6,1.8,1.0,0.1,0.4,25.0,0.0,0.2,20.0,0.8,1.0,77.3,0.0,0.1,0.1,0.3,0.1,0.0,0.0,0.1,1.4
Kobe Bryant,LAL,20,21,12,9,1.1,1.0,0.3,0.6,50.0,0.0,0.1,33.3,0.4,0.4,100.0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.2
Mookie Blaylock,ATL,32,21,12,9,1.9,0.8,0.3,1.0,27.3,0.1,0.5,20.0,0.1,0.3,42.9,0.2,0.1,0.3,0.3,0.0,0.1,0.0,0.1,0.6
Nick Anderson,ORL,31,21,13,8,1.9,1.0,0.3,0.8,37.5,0.1,0.5,30.0,0.3,0.4,75.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.6
Rik Smits,IND,32,21,10,11,2.0,1.2,0.4,1.2,30.8,0.0,0.0,0.0,0.5,0.7,71.4,0.2,0.1,0.3,0.0,0.1,0.0,0.0,0.2,1.0
Terry Porter,MIA,36,21,12,9,1.6,0.9,0.2,0.4,55.6,0.1,0.2,75.0,0.3,0.4,75.0,0.0,0.2,0.2,0.0,0.1,0.0,0.0,0.3,0.7
Vlade Divac,SAC,31,21,16,5,1.7,1.1,0.4,0.6,66.7,0.0,0.0,0.0,0.4,0.5,72.7,0.1,0.5,0.6,0.1,0.2,0.0,0.0,0.5,1.4
