Player,Team,Age,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
Chris Paul,OKC,35,34,21,13,2.0,1.8,0.5,1.1,45.9,0.0,0.3,11.1,0.8,0.9,93.1,0.1,0.2,0.3,0.3,0.1,0.1,0.0,0.3,1.2
Shai Gilgeous-Alexander,OKC,21,33,20,13,1.9,0.9,0.3,0.3,81.8,0.0,0.0,0.0,0.3,0.5,73.3,0.0,0.3,0.3,0.2,0.2,0.2,0.1,0.2,1.1
Harrison Barnes,SAC,28,32,14,18,1.3,0.3,0.1,0.4,16.7,0.0,0.1,50.0,0.2,0.2,71.4,0.1,0.1,0.2,0.1,0.1,0.0,0.0,0.2,-1.0
Joe Harris,BKN,28,31,13,18,1.8,0.6,0.2,0.4,46.2,0.0,0.1,33.3,0.2,0.3,87.5,0.1,0.2,0.3,0.1,0.1,0.0,0.0,0.3,-0.2
Danilo Gallinari,OKC,31,30,17,13,1.9,0.9,0.2,0.5,31.3,0.1,0.3,37.5,0.5,0.5,87.5,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.1,1.4
Bam Adebayo,MIA,22,29,16,13,1.7,0.7,0.2,0.4,50.0,0.0,0.0,0.0,0.3,0.4,72.7,0.1,0.5,0.6,0.1,0.1,0.0,0.0,0.2,-1.3
DeMar DeRozan,SAS,30,29,15,14,1.8,1.3,0.5,1.2,44.1,0.0,0.0,0.0,0.3,0.6,56.3,0.1,0.4,0.5,0.2,0.0,0.0,0.0,0.3,-0.1
Dennis Schroder,OKC,26,29,18,11,1.8,1.3,0.4,0.7,52.4,0.1,0.2,42.9,0.5,0.6,87.5,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,1.5
Donovan Mitchell,UTA,23,29,19,10,1.6,2.3,0.7,1.4,51.2,0.2,0.4,45.5,0.7,0.8,87.5,0.1,0.1,0.3,0.3,0.2,0.0,0.0,0.1,1.5
Devonte' Graham,CHA,25,28,15,13,1.8,1.4,0.3,0.8,42.9,0.2,0.4,41.7,0.6,0.6,88.9,0.1,0.2,0.3,0.3,0.4,0.0,0.0,0.1,0.8
Maxi Kleber,DAL,28,28,11,17,1.0,0.2,0.1,0.3,28.6,0.0,0.2,20.0,0.0,0.1,50.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,-1.2
Nikola Jokic,DEN,25,28,19,9,1.7,1.6,0.5,0.9,57.7,0.0,0.3,14.3,0.5,0.6,87.5,0.1,0.2,0.3,0.3,0.0,0.0,0.0,0.3,1.7
Rudy Gobert,UTA,28,28,19,9,1.7,0.8,0.3,0.4,66.7,0.0,0.0,0.0,0.2,0.3,75.0,0.1,0.5,0.7,0.1,0.0,0.0,0.2,0.3,1.7
Spencer Dinwiddie,BKN,27,28,13,15,1.8,1.3,0.4,1.1,38.7,0.0,0.4,0.0,0.4,0.6,70.6,0.0,0.1,0.1,0.3,0.3,0.0,0.0,0.2,-0.1
Bojan Bogdanovic,UTA,31,27,18,9,1.4,1.3,0.4,0.8,50.0,0.3,0.6,43.8,0.2,0.2,83.3,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.7
Buddy Hield,SAC,27,27,12,15,1.0,0.9,0.3,0.7,38.9,0.1,0.5,23.1,0.3,0.3,100.0,0.0,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.3
Julius Randle,NYK,25,27,13,14,1.6,1.3,0.4,0.9,48.0,0.0,0.0,100.0,0.4,0.6,66.7,0.2,0.3,0.5,0.2,0.1,0.1,0.0,0.1,0.3
Steven Adams,OKC,26,27,19,8,2.2,0.9,0.4,0.4,83.3,0.0,0.0,0.0,0.2,0.4,50.0,0.2,0.5,0.7,0.1,0.0,0.1,0.1,0.1,1.9
Taurean Prince,BKN,26,27,12,15,1.7,0.6,0.2,0.5,46.2,0.0,0.2,16.7,0.1,0.1,75.0,0.1,0.4,0.4,0.0,0.0,0.0,0.0,0.1,-0.5
Terry Rozier,CHA,26,27,14,13,1.7,1.1,0.4,0.7,52.6,0.1,0.4,40.0,0.3,0.4,63.6,0.0,0.3,0.3,0.1,0.2,0.1,0.0,0.1,0.6
Tobias Harris,PHI,27,27,15,12,1.7,1.1,0.4,0.9,47.8,0.1,0.4,30.0,0.2,0.3,71.4,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.4,0.3
Collin Sexton,CLE,21,26,11,15,1.7,0.7,0.2,0.8,19.0,0.1,0.3,28.6,0.3,0.4,80.0,0.1,0.2,0.3,0.1,0.1,0.0,0.0,0.2,-2.0
