Player,Team,Age,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
Alonzo Gee,CLE,26,37,14,23,1.6,0.2,0.1,0.3,27.3,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.4,0.0,0.0,0.1,0.0,0.4,-1.0
Damian Lillard,POR,22,37,19,18,1.8,0.9,0.3,0.9,34.3,0.1,0.4,20.0,0.1,0.2,83.3,0.1,0.1,0.1,0.1,0.2,0.1,0.0,0.2,-0.3
Nicolas Batum,POR,24,36,19,17,1.8,0.8,0.2,0.6,34.8,0.2,0.4,40.0,0.2,0.2,85.7,0.1,0.4,0.6,0.2,0.1,0.1,0.0,0.1,-0.2
O.J. Mayo,DAL,25,36,16,20,2.0,1.0,0.3,0.7,45.8,0.1,0.3,36.4,0.3,0.4,62.5,0.1,0.2,0.3,0.1,0.2,0.0,0.0,0.2,0.1
LaMarcus Aldridge,POR,27,35,19,16,1.8,0.9,0.4,1.0,38.2,0.0,0.1,50.0,0.2,0.4,46.2,0.1,0.4,0.5,0.1,0.1,0.0,0.1,0.1,0.1
Tristan Thompson,CLE,22,35,12,23,1.7,0.4,0.1,0.1,80.0,0.0,0.0,0.0,0.2,0.3,66.7,0.1,0.3,0.3,0.1,0.1,0.1,0.1,0.2,-0.9
DeMar DeRozan,TOR,23,34,13,21,1.9,0.7,0.2,0.8,26.9,0.0,0.0,0.0,0.3,0.4,71.4,0.1,0.2,0.3,0.1,0.1,0.0,0.0,0.1,-1.1
Tayshaun Prince,MEM,33,33,15,18,1.7,0.4,0.2,0.3,45.5,0.0,0.1,0.0,0.1,0.1,100.0,0.1,0.2,0.3,0.1,0.1,0.0,0.1,0.1,-0.4
Andre Miller,DEN,37,32,20,12,1.8,1.1,0.3,0.8,44.0,0.0,0.1,0.0,0.4,0.5,70.6,0.1,0.2,0.3,0.3,0.1,0.1,0.0,0.1,1.4
Paul George,IND,23,32,17,15,1.8,0.9,0.2,0.8,24.0,0.2,0.6,26.3,0.4,0.4,100.0,0.1,0.6,0.7,0.0,0.1,0.0,0.1,0.1,1.0
Paul Pierce,BOS,35,32,19,13,2.3,1.1,0.3,1.2,28.9,0.2,0.4,35.7,0.2,0.3,63.6,0.0,0.3,0.3,0.4,0.2,0.2,0.1,0.3,0.7
Vince Carter,DAL,36,32,14,18,2.0,1.0,0.3,0.7,43.5,0.1,0.3,33.3,0.3,0.3,100.0,0.0,0.4,0.4,0.2,0.1,0.0,0.1,0.3,-0.1
Andre Iguodala,DEN,29,31,20,11,2.0,0.9,0.3,0.7,43.5,0.0,0.1,0.0,0.3,0.5,50.0,0.1,0.3,0.4,0.2,0.0,0.1,0.0,0.2,1.1
David West,IND,32,31,17,14,1.9,1.4,0.5,1.2,47.2,0.0,0.1,0.0,0.3,0.3,90.0,0.4,0.5,0.8,0.2,0.2,0.1,0.0,0.2,0.9
George Hill,IND,27,31,16,15,1.8,1.1,0.3,0.8,38.5,0.1,0.2,33.3,0.4,0.6,61.1,0.1,0.3,0.4,0.2,0.1,0.1,0.0,0.1,0.8
JJ Hickson,POR,24,31,17,14,1.8,0.2,0.0,0.2,14.3,0.0,0.0,0.0,0.2,0.3,62.5,0.2,0.1,0.3,0.0,0.1,0.0,0.1,0.1,-0.4
Jason Terry,BOS,35,31,18,13,1.6,0.4,0.1,0.4,15.4,0.0,0.3,0.0,0.3,0.3,80.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,1.2
Amir Johnson,TOR,26,30,13,17,1.6,0.6,0.2,0.3,66.7,0.0,0.0,0.0,0.2,0.3,66.7,0.2,0.3,0.5,0.1,0.0,0.0,0.0,0.2,-0.4
Danilo Gallinari,DEN,24,30,18,12,1.8,1.1,0.2,0.7,35.0,0.1,0.4,36.4,0.5,0.5,93.3,0.1,0.4,0.4,0.0,0.0,0.1,0.0,0.1,0.8
Darren Collison,DAL,25,30,14,16,1.6,0.9,0.2,0.5,37.5,0.1,0.1,66.7,0.4,0.4,100.0,0.0,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1
Jimmy Butler,CHI,23,30,16,14,1.5,0.2,0.1,0.3,25.0,0.0,0.1,33.3,0.0,0.2,20.0,0.0,0.2,0.2,0.0,0.0,0.1,0.0,0.1,-1.2
Luol Deng,CHI,28,30,17,13,1.8,0.7,0.2,0.6,38.9,0.0,0.1,0.0,0.3,0.4,72.7,0.1,0.2,0.3,0.2,0.0,0.0,0.0,0.2,-0.7
Marc Gasol,MEM,28,30,15,15,1.9,0.6,0.1,0.3,50.0,0.0,0.0,0.0,0.3,0.5,66.7,0.1,0.3,0.4,0.0,0.1,0.1,0.1,0.3,0.1
Mike Conley,MEM,25,30,15,15,1.9,1.2,0.3,0.8,32.0,0.1,0.3,50.0,0.6,0.8,73.9,0.1,0.2,0.2,0.2,0.1,0.1,0.0,0.2,-0.2
Monta Ellis,MIL,27,30,15,15,2.1,1.9,0.6,1.4,42.9,0.2,0.3,60.0,0.5,0.8,65.2,0.0,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.1
Roy Hibbert,IND,26,30,15,15,1.8,0.1,0.1,0.3,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.0,0.1,0.1,0.3,0.2,0.5
Ty Lawson,DEN,25,30,18,12,2.0,1.3,0.5,1.0,46.7,0.1,0.2,28.6,0.3,0.4,72.7,0.1,0.1,0.2,0.2,0.2,0.1,0.0,0.1,1.2
