Player,Team,Age,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
Ricky Davis,BOS,25,43,27,16,2.0,1.1,0.3,0.7,46.9,0.0,0.1,16.7,0.4,0.5,80.0,0.1,0.2,0.2,0.1,0.0,0.0,0.0,0.1,0.4
Paul Pierce,BOS,27,42,26,16,2.0,1.6,0.3,1.0,34.1,0.1,0.2,30.0,0.9,1.1,80.9,0.0,0.5,0.5,0.1,0.2,0.0,0.0,0.1,0.4
Gary Payton,BOS,36,39,23,16,2.0,0.4,0.1,0.3,27.3,0.0,0.1,50.0,0.2,0.3,66.7,0.1,0.3,0.3,0.2,0.0,0.1,0.1,0.1,0.3
Kurt Thomas,NYK,32,38,13,25,1.8,0.5,0.2,0.5,31.6,0.0,0.1,50.0,0.1,0.2,62.5,0.2,0.5,0.7,0.1,0.0,0.0,0.1,0.4,-0.8
Stephon Marbury,NYK,28,38,13,25,1.8,1.1,0.3,1.0,28.9,0.0,0.2,14.3,0.5,0.6,75.0,0.1,0.0,0.1,0.3,0.1,0.1,0.0,0.3,-0.8
Mike Bibby,SAC,27,37,23,14,2.0,1.4,0.4,0.8,51.7,0.2,0.3,58.3,0.4,0.4,81.3,0.1,0.1,0.2,0.4,0.1,0.1,0.0,0.3,0.3
Bobby Simmons,LAC,25,36,12,24,2.0,1.2,0.4,0.8,48.1,0.1,0.1,75.0,0.4,0.4,86.7,0.1,0.1,0.3,0.1,0.1,0.0,0.0,0.2,0.0
Desmond Mason,MIL,27,36,16,20,1.6,0.7,0.1,0.4,21.4,0.0,0.0,0.0,0.6,0.7,83.3,0.1,0.2,0.3,0.1,0.1,0.0,0.0,0.4,0.2
Gilbert Arenas,WAS,23,36,22,14,2.0,1.6,0.4,1.0,37.1,0.0,0.2,12.5,0.9,1.2,76.2,0.0,0.2,0.2,0.1,0.2,0.0,0.0,0.3,0.1
Michael Redd,MIL,25,36,17,19,1.7,1.6,0.5,0.8,58.6,0.1,0.2,25.0,0.6,0.7,91.7,0.0,0.3,0.4,0.0,0.1,0.0,0.0,0.2,0.6
Steve Francis,ORL,28,35,20,15,1.7,1.7,0.5,1.2,40.5,0.0,0.1,0.0,0.7,0.9,86.7,0.1,0.3,0.4,0.2,0.1,0.1,0.0,0.5,1.4
Chucky Atkins,LAL,30,34,16,18,1.9,1.3,0.3,0.5,55.6,0.3,0.5,62.5,0.4,0.5,83.3,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1
