Player,Team,Age,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
Josh Richardson,MIA,24,44,25,19,1.8,0.9,0.3,0.6,48.0,0.1,0.2,42.9,0.3,0.3,93.3,0.0,0.2,0.2,0.1,0.0,0.1,0.0,0.1,0.8
Khris Middleton,MIL,26,39,24,15,1.3,0.9,0.2,0.5,42.1,0.1,0.2,33.3,0.4,0.5,84.2,0.1,0.2,0.3,0.1,0.1,0.0,0.1,0.2,1.0
Goran Dragic,MIA,32,38,20,18,1.8,1.1,0.3,0.8,44.8,0.0,0.1,20.0,0.4,0.4,87.5,0.1,0.2,0.3,0.3,0.1,0.1,0.0,0.2,0.8
CJ McCollum,POR,26,37,20,17,2.1,1.3,0.5,1.2,39.1,0.1,0.3,30.0,0.3,0.5,58.8,0.1,0.2,0.3,0.1,0.1,0.0,0.0,0.2,0.3
Jrue Holiday,NOP,28,37,22,15,1.8,1.0,0.3,1.0,32.4,0.1,0.3,36.4,0.2,0.5,50.0,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.2,-0.1
Russell Westbrook,OKC,29,36,17,19,1.8,1.9,0.7,1.7,42.6,0.2,0.6,27.3,0.3,0.4,69.2,0.2,0.4,0.5,0.3,0.2,0.0,0.0,0.4,0.1
DeMarre Carroll,BKN,31,35,13,22,1.7,0.7,0.2,0.4,53.3,0.1,0.2,71.4,0.1,0.2,66.7,0.1,0.3,0.4,0.1,0.0,0.1,0.0,0.2,-0.4
Eric Bledsoe,MIL,28,35,20,15,1.3,1.4,0.4,0.7,60.0,0.1,0.2,42.9,0.5,0.6,85.0,0.1,0.2,0.3,0.1,0.2,0.1,0.0,0.2,0.7
Giannis Antetokounmpo,MIL,23,35,22,13,1.3,1.1,0.4,0.7,60.0,0.0,0.1,0.0,0.3,0.4,66.7,0.1,0.5,0.6,0.2,0.0,0.2,0.1,0.2,1.2
Victor Oladipo,IND,26,35,22,13,1.5,1.5,0.5,1.0,44.4,0.2,0.5,43.8,0.4,0.5,77.8,0.0,0.3,0.3,0.1,0.4,0.1,0.1,0.2,1.0
Will Barton,DEN,27,35,20,15,1.5,0.6,0.1,0.6,22.7,0.0,0.2,12.5,0.3,0.3,91.7,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.1,0.1
Allen Crabbe,BKN,26,34,12,22,1.7,0.7,0.2,0.4,50.0,0.1,0.2,50.0,0.1,0.1,100.0,0.0,0.3,0.4,0.1,0.1,0.0,0.1,0.1,-0.2
LeBron James,CLE,33,34,21,13,1.9,2.4,0.8,1.6,48.2,0.2,0.8,26.9,0.6,1.0,60.6,0.1,0.4,0.6,0.3,0.2,0.0,0.1,0.0,0.7
Thaddeus Young,IND,30,34,23,11,1.4,0.2,0.1,0.2,42.9,0.0,0.0,0.0,0.1,0.1,50.0,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.2,1.0
Bojan Bogdanovic,IND,29,33,22,11,1.3,0.6,0.2,0.2,71.4,0.1,0.2,60.0,0.2,0.2,100.0,0.0,0.2,0.2,0.0,0.1,0.0,0.0,0.1,0.7
Carmelo Anthony,OKC,34,33,17,16,1.9,0.8,0.3,0.8,36.0,0.1,0.3,36.4,0.2,0.2,62.5,0.1,0.2,0.2,0.1,0.1,0.1,0.0,0.2,0.6
