Player,Team,Age,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
Cuttino Mobley,HOU,26,46,19,27,1.9,1.1,0.3,1.0,34.1,0.0,0.2,11.1,0.4,0.4,100.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.3,-0.4
Antoine Walker,BOS,25,45,27,18,1.7,0.8,0.2,0.6,33.3,0.2,0.4,41.2,0.2,0.2,81.8,0.1,0.3,0.3,0.1,0.2,0.1,0.0,0.2,0.2
Paul Pierce,BOS,24,45,27,18,1.7,1.1,0.2,0.9,26.8,0.1,0.4,25.0,0.6,0.7,78.1,0.1,0.4,0.5,0.1,0.1,0.0,0.1,0.2,0.3
Eddie Jones,MIA,30,42,21,21,1.9,0.8,0.3,0.7,35.5,0.1,0.2,40.0,0.2,0.2,100.0,0.0,0.2,0.3,0.1,0.1,0.0,0.0,0.2,-0.6
Moochie Norris,HOU,28,42,15,27,1.8,0.8,0.2,0.6,37.5,0.1,0.3,54.5,0.2,0.3,69.2,0.1,0.1,0.2,0.1,0.1,0.0,0.0,0.4,-0.8
Latrell Sprewell,NYK,31,41,16,25,1.8,0.9,0.2,0.9,27.0,0.0,0.2,25.0,0.4,0.5,76.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.1,-0.7
Stephon Marbury,PHX,25,40,18,22,2.0,1.4,0.5,1.2,40.4,0.1,0.4,21.4,0.3,0.4,81.3,0.1,0.1,0.2,0.3,0.1,0.1,0.0,0.3,-0.2
Shawn Marion,PHX,24,39,17,22,2.0,0.7,0.3,0.6,41.7,0.1,0.1,50.0,0.1,0.1,100.0,0.2,0.4,0.6,0.2,0.1,0.1,0.1,0.2,-0.3
Jalen Rose,CHI,29,37,16,21,1.9,1.2,0.4,0.9,45.7,0.0,0.2,16.7,0.3,0.4,75.0,0.0,0.3,0.3,0.1,0.2,0.0,0.0,0.4,-0.4
Kurt Thomas,NYK,29,37,15,22,1.8,0.3,0.0,0.2,11.1,0.0,0.0,0.0,0.2,0.3,75.0,0.2,0.4,0.6,0.0,0.2,0.1,0.0,0.4,-0.3
Allan Houston,NYK,31,36,15,21,1.9,1.3,0.4,0.8,43.3,0.1,0.3,33.3,0.5,0.7,76.0,0.0,0.1,0.1,0.0,0.2,0.0,0.0,0.1,-0.5
Alonzo Mourning,MIA,32,36,19,17,1.9,0.8,0.3,0.4,60.0,0.0,0.0,0.0,0.3,0.4,68.8,0.2,0.3,0.4,0.1,0.1,0.0,0.1,0.3,-0.6
Anthony Mason,MIL,35,35,21,14,1.8,0.2,0.1,0.2,28.6,0.0,0.0,0.0,0.1,0.2,66.7,0.1,0.3,0.4,0.2,0.1,0.1,0.0,0.2,1.5
Reggie Miller,IND,36,35,15,20,1.7,1.1,0.3,0.7,40.0,0.2,0.5,42.1,0.3,0.3,100.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.0
Antonio Davis,TOR,33,33,22,11,2.2,0.8,0.2,0.7,31.8,0.0,0.0,0.0,0.4,0.4,92.3,0.2,0.2,0.5,0.1,0.2,0.0,0.1,0.3,0.6
Baron Davis,CHH,23,33,13,20,2.0,0.8,0.3,0.9,32.3,0.1,0.4,25.0,0.1,0.3,30.0,0.0,0.2,0.2,0.3,0.2,0.2,0.0,0.3,-0.7
Jason Kidd,NJN,29,33,19,14,1.9,1.9,0.5,1.2,40.0,0.2,0.5,53.3,0.7,0.8,88.9,0.1,0.3,0.4,0.3,0.2,0.1,0.0,0.2,0.0
Jon Barry,DET,32,33,21,12,1.5,0.7,0.2,0.4,50.0,0.1,0.2,66.7,0.2,0.3,88.9,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.2,1.4
Rod Strickland,MIA,35,33,18,15,2.0,0.7,0.2,0.8,30.8,0.0,0.1,50.0,0.2,0.4,58.3,0.1,0.3,0.4,0.2,0.2,0.0,0.0,0.1,-0.5
Steve Francis,HOU,25,33,17,16,1.9,1.1,0.2,0.9,24.1,0.0,0.1,25.0,0.6,0.7,87.0,0.1,0.2,0.2,0.2,0.1,0.1,0.0,0.3,0.6
Tim Duncan,SAS,26,33,18,15,2.0,1.0,0.2,0.8,20.0,0.0,0.0,0.0,0.7,1.0,75.0,0.1,0.5,0.6,0.2,0.1,0.0,0.1,0.1,0.7
Clifford Robinson,DET,35,32,20,12,2.1,0.9,0.3,0.7,43.5,0.0,0.2,16.7,0.3,0.4,69.2,0.0,0.4,0.4,0.1,0.1,0.0,0.1,0.3,0.8
Jason Terry,ATL,24,32,18,14,2.1,1.2,0.2,0.7,31.8,0.1,0.3,30.0,0.7,0.8,87.5,0.0,0.2,0.3,0.3,0.2,0.1,0.0,0.1,1.5
Jermaine O'Neal,IND,23,32,16,16,1.7,0.8,0.3,0.6,40.0,0.0,0.0,0.0,0.3,0.5,62.5,0.1,0.4,0.5,0.1,0.0,0.0,0.1,0.0,0.5
Ray Allen,MIL,26,32,19,13,1.7,1.7,0.4,0.8,50.0,0.2,0.4,53.8,0.8,0.8,92.3,0.0,0.1,0.1,0.3,0.1,0.0,0.0,0.2,1.8
