Player,Team,Age,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
Allan Houston,NYK,32,42,20,22,1.7,1.0,0.3,0.9,35.9,0.0,0.2,12.5,0.3,0.3,84.6,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.3,-0.3
Michael Jordan,WAS,40,40,20,20,1.7,1.5,0.5,1.1,42.9,0.0,0.0,0.0,0.6,0.8,74.2,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.3,0.6
Desmond Mason,MIL,25,39,17,22,1.7,0.5,0.2,0.5,33.3,0.1,0.1,66.7,0.1,0.1,80.0,0.1,0.2,0.3,0.2,0.1,0.1,0.1,0.3,0.3
Kurt Thomas,NYK,30,39,17,22,1.6,0.8,0.3,0.6,41.7,0.0,0.0,0.0,0.3,0.4,66.7,0.1,0.2,0.3,0.0,0.1,0.0,0.2,0.2,-0.7
Allen Iverson,PHI,28,38,22,16,1.8,1.2,0.3,1.3,25.0,0.0,0.2,0.0,0.6,0.7,84.0,0.1,0.2,0.3,0.2,0.1,0.1,0.0,0.2,0.7
Eric Snow,PHI,30,38,22,16,1.8,1.1,0.3,0.6,45.8,0.0,0.1,25.0,0.5,0.7,71.4,0.1,0.2,0.3,0.4,0.1,0.1,0.0,0.3,0.6
Gary Payton,MIL,34,38,16,22,2.0,0.9,0.4,0.8,43.8,0.1,0.3,40.0,0.1,0.2,66.7,0.0,0.1,0.1,0.4,0.0,0.1,0.1,0.3,0.2
Sam Cassell,MIL,33,38,16,22,1.8,1.4,0.4,0.9,45.5,0.1,0.1,50.0,0.5,0.7,80.0,0.0,0.2,0.2,0.2,0.1,0.1,0.0,0.2,0.0
Michael Redd,MIL,23,37,17,20,1.3,0.6,0.1,0.4,26.7,0.1,0.2,42.9,0.3,0.3,90.9,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1
Shawn Marion,PHX,25,37,21,16,1.9,1.3,0.4,0.8,44.8,0.2,0.3,60.0,0.5,0.5,94.4,0.2,0.4,0.6,0.0,0.0,0.1,0.1,0.2,1.4
Andre Miller,LAC,27,36,13,23,1.8,0.9,0.1,0.5,27.8,0.0,0.1,25.0,0.6,0.8,70.0,0.0,0.2,0.3,0.2,0.2,0.0,0.0,0.3,-2.1
Latrell Sprewell,NYK,32,36,19,17,2.0,1.1,0.3,0.8,36.7,0.2,0.3,58.3,0.3,0.5,52.6,0.1,0.3,0.4,0.2,0.1,0.1,0.0,0.4,-0.4
Ray Allen,SEA,27,36,18,18,1.7,1.4,0.5,1.1,43.9,0.2,0.4,40.0,0.2,0.2,100.0,0.1,0.1,0.3,0.2,0.3,0.0,0.0,0.3,0.1
Stephon Marbury,PHX,26,36,20,16,1.9,1.6,0.6,1.3,47.8,0.1,0.2,25.0,0.3,0.4,68.8,0.0,0.1,0.1,0.4,0.1,0.0,0.0,0.2,1.4
Aaron McKie,PHI,30,35,22,13,1.6,0.6,0.2,0.4,50.0,0.0,0.1,25.0,0.1,0.2,83.3,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.1,1.0
Clar. Weatherspoon,NYK,32,35,19,16,1.8,0.3,0.1,0.3,30.0,0.0,0.0,0.0,0.1,0.1,75.0,0.2,0.4,0.6,0.1,0.0,0.1,0.0,0.2,-0.2
Clifford Robinson,DET,36,35,20,15,1.8,0.4,0.1,0.3,30.0,0.1,0.1,40.0,0.2,0.2,75.0,0.0,0.2,0.3,0.1,0.0,0.1,0.0,0.5,-0.1
Jerry Stackhouse,WAS,28,35,17,18,1.8,1.6,0.2,0.6,36.4,0.1,0.3,20.0,1.1,1.2,88.4,0.1,0.2,0.3,0.2,0.1,0.1,0.1,0.2,0.4
Richard Hamilton,DET,25,35,20,15,1.4,0.5,0.1,0.3,36.4,0.0,0.1,0.0,0.3,0.5,68.8,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.3,0.0
Jamal Mashburn,NOH,30,33,17,16,1.9,1.5,0.4,1.1,35.1,0.0,0.1,0.0,0.7,0.8,84.6,0.1,0.3,0.4,0.3,0.2,0.0,0.0,0.2,-0.2
Pat Garrity,ORL,26,33,16,17,1.8,0.3,0.1,0.5,18.8,0.0,0.3,0.0,0.2,0.2,71.4,0.1,0.3,0.3,0.1,0.0,0.1,0.0,0.1,0.5
Antawn Jamison,GSW,27,32,17,15,1.4,0.7,0.3,0.4,57.1,0.1,0.1,66.7,0.1,0.2,42.9,0.1,0.2,0.3,0.0,0.1,0.1,0.1,0.2,0.8
Brent Barry,SEA,31,32,13,19,1.6,0.6,0.2,0.3,63.6,0.2,0.3,60.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0.3
Darrell Armstrong,ORL,35,32,16,16,1.7,0.9,0.2,0.5,37.5,0.1,0.3,33.3,0.5,0.6,75.0,0.1,0.2,0.3,0.1,0.2,0.1,0.0,0.4,0.6
Elton Brand,LAC,24,32,12,20,1.9,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.4,57.1,0.1,0.3,0.5,0.0,0.1,0.0,0.1,0.1,-2.0
Keith Van Horn,PHI,27,32,21,11,1.8,0.6,0.2,0.5,35.3,0.0,0.1,50.0,0.2,0.2,100.0,0.2,0.4,0.7,0.0,0.1,0.1,0.0,0.2,1.6
Pau Gasol,MEM,22,32,15,17,1.9,0.9,0.1,0.5,25.0,0.0,0.0,0.0,0.7,0.8,80.8,0.2,0.4,0.6,0.3,0.2,0.1,0.1,0.3,-0.5
Rashard Lewis,SEA,23,32,14,18,2.0,1.5,0.5,1.1,47.1,0.1,0.2,33.3,0.4,0.4,92.9,0.1,0.3,0.4,0.1,0.1,0.0,0.0,0.2,0.4
Gilbert Arenas,GSW,21,31,16,15,1.2,1.4,0.4,0.8,50.0,0.1,0.3,37.5,0.5,0.7,77.3,0.0,0.1,0.1,0.1,0.2,0.1,0.0,0.3,0.4
P.J. Brown,NOH,33,31,16,15,1.6,0.5,0.1,0.2,66.7,0.0,0.0,0.0,0.2,0.3,87.5,0.2,0.2,0.4,0.1,0.0,0.1,0.0,0.2,-0.5
Tim Duncan,SAS,27,31,19,12,1.9,1.7,0.5,1.2,39.5,0.0,0.0,100.0,0.7,0.8,87.5,0.2,0.3,0.5,0.1,0.3,0.0,0.1,0.2,-0.6
Tim Thomas,MIL,26,31,16,15,1.6,0.6,0.2,0.5,50.0,0.0,0.1,33.3,0.2,0.3,55.6,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.2,0.3
Tony Parker,SAS,21,31,19,12,1.9,0.5,0.1,0.6,21.1,0.1,0.2,28.6,0.2,0.3,60.0,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.2,-0.6
