Player,Team,Age,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
Jarrett Jack,IND,25,44,20,24,2.0,1.3,0.4,0.8,50.0,0.0,0.2,20.0,0.5,0.5,90.9,0.0,0.1,0.2,0.1,0.1,0.1,0.0,0.2,-0.2
Tayshaun Prince,DET,29,41,20,21,1.8,0.4,0.1,0.5,26.3,0.0,0.1,0.0,0.2,0.2,77.8,0.1,0.2,0.3,0.2,0.0,0.1,0.0,0.3,-0.1
Tim Duncan,SAS,33,41,26,15,2.0,0.8,0.3,0.8,34.4,0.0,0.0,0.0,0.2,0.4,52.9,0.2,0.5,0.8,0.3,0.2,0.0,0.1,0.2,0.1
Danny Granger,IND,26,39,17,22,1.9,1.4,0.4,1.2,32.6,0.2,0.4,37.5,0.4,0.5,81.0,0.2,0.2,0.4,0.1,0.2,0.0,0.1,0.2,-0.5
Andre Iguodala,PHI,25,37,20,17,2.2,1.5,0.4,0.9,50.0,0.0,0.1,25.0,0.6,0.8,79.3,0.0,0.3,0.4,0.3,0.2,0.1,0.1,0.2,0.5
Andre Miller,PHI,33,37,20,17,2.2,1.5,0.4,0.9,45.5,0.1,0.2,50.0,0.6,0.8,82.1,0.0,0.2,0.2,0.2,0.1,0.1,0.0,0.2,0.5
Raymond Felton,CHA,25,37,15,22,1.8,1.0,0.4,1.2,31.1,0.0,0.2,0.0,0.3,0.3,83.3,0.1,0.3,0.4,0.2,0.1,0.1,0.0,0.3,-1.0
Rodney Stuckey,DET,23,37,16,21,1.6,0.7,0.2,0.5,44.4,0.0,0.1,0.0,0.3,0.3,83.3,0.1,0.1,0.2,0.2,0.1,0.1,0.0,0.4,-0.7
Tony Parker,SAS,27,37,23,14,2.2,1.6,0.5,1.3,42.6,0.0,0.2,16.7,0.5,0.6,81.8,0.0,0.1,0.2,0.2,0.1,0.1,0.0,0.1,0.1
Emeka Okafor,CHA,26,36,15,21,1.8,0.4,0.1,0.3,36.4,0.0,0.0,0.0,0.1,0.3,45.5,0.3,0.5,0.8,0.0,0.1,0.0,0.2,0.4,-0.8
Michael Finley,SAS,36,36,21,15,1.7,0.4,0.1,0.3,41.7,0.1,0.1,100.0,0.0,0.1,33.3,0.1,0.2,0.3,0.0,0.1,0.0,0.0,0.1,0.2
Ben Gordon,CHI,26,35,18,17,1.6,1.5,0.5,0.9,53.1,0.2,0.4,42.9,0.3,0.5,75.0,0.0,0.2,0.2,0.1,0.1,0.0,0.0,0.1,1.3
Roger Mason Jr.,SAS,28,35,21,14,1.6,0.7,0.2,0.4,61.5,0.1,0.2,66.7,0.1,0.2,83.3,0.0,0.3,0.3,0.1,0.1,0.0,0.0,0.2,0.4
T.J. Ford,IND,26,35,18,17,1.9,1.3,0.5,0.8,57.1,0.1,0.1,66.7,0.3,0.5,62.5,0.0,0.2,0.2,0.3,0.1,0.1,0.1,0.2,0.1
Derrick Rose,CHI,20,34,18,16,1.9,1.2,0.5,1.3,39.5,0.0,0.0,0.0,0.2,0.3,72.7,0.0,0.3,0.4,0.2,0.1,0.0,0.1,0.1,1.0
Dwyane Wade,MIA,27,34,20,14,2.0,2.1,0.5,1.3,40.9,0.0,0.3,9.1,1.1,1.3,80.0,0.0,0.1,0.2,0.4,0.1,0.1,0.2,0.2,1.1
Joe Johnson,ATL,28,34,19,15,1.4,1.3,0.5,1.1,43.2,0.1,0.1,66.7,0.3,0.4,78.6,0.1,0.1,0.2,0.3,0.1,0.0,0.0,0.2,0.3
Mike Bibby,ATL,31,34,20,14,1.4,0.6,0.2,0.3,54.5,0.2,0.3,66.7,0.1,0.1,100.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.5
Paul Pierce,BOS,31,34,19,15,2.1,2.1,0.6,1.2,51.2,0.1,0.1,60.0,0.8,0.9,81.3,0.0,0.1,0.2,0.3,0.1,0.0,0.0,0.2,0.2
Troy Murphy,IND,29,34,13,21,1.9,0.4,0.1,0.3,44.4,0.0,0.1,33.3,0.1,0.1,60.0,0.1,0.5,0.6,0.0,0.1,0.0,0.0,0.2,-0.9
Antonio McDyess,DET,34,33,12,21,2.0,0.4,0.2,0.4,38.5,0.0,0.0,0.0,0.1,0.1,100.0,0.3,0.5,0.7,0.0,0.1,0.1,0.0,0.4,-0.5
Jeff Foster,IND,32,33,14,19,1.6,0.2,0.1,0.2,33.3,0.0,0.0,0.0,0.1,0.2,60.0,0.2,0.1,0.3,0.1,0.1,0.0,0.0,0.3,0.1
