Team,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
Milwaukee Bucks,1,1,0,1.5,10.0,2.0,3.0,66.7,1.0,1.0,100,5.0,6.0,83.3,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,10.0
Portland Trail Blazers,1,1,0,1.4,6.0,2.0,4.0,50.0,1.0,1.0,100,1.0,3.0,33.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0
Los Angeles Lakers,10,8,2,1.8,5.4,1.7,3.5,48.6,0.4,1.3,30.8,1.6,1.8,88.9,0.8,1.1,1.9,0.5,0.4,0.1,0.2,0.7,2.1
San Antonio Spurs,3,2,1,1.0,4.0,1.3,1.3,100,0.3,0.3,100,1.0,1.0,100,0.0,0.3,0.3,0.7,0.3,0.0,0.3,0.3,3.0
Boston Celtics,9,5,4,1.6,3.1,1.1,3.1,35.7,0.2,0.9,25.0,0.7,0.7,100,0.7,1.0,1.7,0.6,0.0,0.1,0.1,0.8,0.3
Chicago Bulls,2,1,1,0.9,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,1.5,1.0
Cleveland Cavaliers,4,2,2,1.1,2.0,0.5,2.3,22.2,0.0,0.8,0.0,1.0,1.5,66.7,0.8,1.3,2.0,0.3,0.3,0.0,0.5,1.0,-0.5
Orlando Magic,4,2,2,2.0,3.3,0.5,2.0,25.0,0.0,0.8,0.0,2.3,3.5,64.3,0.0,1.8,1.8,0.0,0.5,0.0,0.0,1.5,-1.0
Oklahoma City Thunder,3,1,2,2.0,4.0,1.0,3.3,30.0,0.0,1.3,0.0,2.0,2.0,100,0.3,1.0,1.3,0.0,0.7,0.3,0.7,2.0,-0.3
Utah Jazz,3,1,2,2.9,7.7,1.7,4.7,35.7,0.7,1.3,50.0,3.7,4.0,91.7,0.7,1.7,2.3,1.3,1.3,0.7,0.0,1.3,-1.7
Phoenix Suns,4,1,3,1.2,1.8,0.5,1.8,28.6,0.3,1.5,16.7,0.5,0.5,100,0.5,0.8,1.3,0.5,0.3,0.0,0.0,1.3,-2.3
Atlanta Hawks,1,0,1,1.5,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,-10.0
Charlotte Bobcats,1,0,1,3.0,5.0,1.0,5.0,20.0,0.0,3.0,0.0,3.0,3.0,100,0.0,3.0,3.0,1.0,1.0,0.0,0.0,5.0,-4.0
Dallas Mavericks,2,0,2,1.4,0.5,0.0,1.5,0.0,0.0,0.5,0.0,0.5,0.5,100,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,-5.0
Denver Nuggets,1,0,1,3.1,7.0,3.0,6.0,50.0,0.0,3.0,0.0,1.0,2.0,50.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,5.0,-4.0
Miami Heat,1,0,1,3.1,6.0,2.0,4.0,50.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,-2.0
