GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-,Pace
5.416666666666667,2.6666666666666665,2.75,2.0916666666666663,3.491666666666667,1.0166666666666668,3.15,34.991666666666674,0.19999999999999996,0.9333333333333335,22.73333333333333,1.2666666666666668,1.8083333333333336,72.00833333333333,0.5166666666666667,1.3500000000000003,1.8499999999999999,0.5083333333333334,0.5083333333333333,0.18333333333333335,0.2416666666666666,1.5250000000000001,-0.875,98.42833333333333
