GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-,Pace
5.0,2.75,2.25,1.7,3.9125,1.0375,2.75,40.725,0.2375,1.025,27.8125,1.6,1.875,88.95,0.475,1.125,1.5750000000000002,0.48749999999999993,0.475,0.15,0.225,1.1125,-0.05000000000000002,103.43875
