GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-,Pace
7.0,3.5714285714285716,3.4285714285714284,1.3714285714285714,2.871428571428571,0.6428571428571427,1.7857142857142858,29.985714285714284,0.14285714285714285,0.5,24.485714285714288,1.457142857142857,1.8285714285714285,84.22857142857141,0.2857142857142857,0.8285714285714286,1.0999999999999999,0.4285714285714285,0.39999999999999997,0.17142857142857143,0.05714285714285715,1.3142857142857143,-0.3428571428571428,106.38714285714285
